Face recognition: A literature survey,"W. Zhao, R. Chellappa, P. J. Phillips, A. Rosenfeld, ",2003,1491,Surgical instrument tracking using WiiMote technology for training in minimally invasive spine surgeries,Pose-Aware Person Recognition,People tracking and re-identification by face recognition for RGB-D camera networks,Real-time AdaBoost cascade face tracker based on likelihood map and optical flow,Face recognition on surgically altered faces using principal component analysis,Gender recognition using PCA and LDA with improve preprocessing and classification technique,Face Liveness Detection Using a Flash Against 2D Spoofing Attack,Facial feature detection: A facial symmetry approach,Foggy: A Framework for Continuous Automated IoT Application Deployment in Fog Computing,Leveraging geometric correlation for input-adaptive facial landmark regression,Illumination invariant face detection using viola jones algorithm,Face detection and recognition using Raspberry Pi,Augmenting group performance in target-face recognition via collaborative brain-computer interfaces for surveillance applications,A discriminative model for facial expression recognition using local directional number pattern,Face recognition in real-world surveillance videos with deep learning method,Hyper spectral face image based biometric recognition,Multi sensor multi algorithm based face recognition &amp; performance evaluation,Linear Discriminant Analysis with few training data,Facial recognition using histogram of gradients and support vector machines,Face Classification Based on Natural Features and Decision Tree,The IST-EURECOM Light Field Face Database,Notice of Violation of IEEE Publication Princ<br/>Face recognition using Regularized Linear Discriminant Analysis under occlusions and illumination variations,Do Not Capture: Automated Obscurity for Pervasive Imaging,Hybrid component-based face recognition,A Face Recognition Approach Based on Nearest Neighbor Interpolation and Local Binary Pattern,An analysis of the robustness of deep face recognition networks to noisy training labels,Face recognition based on subject dependent Hidden Markov Models,Unsupervised object counting without object recognition,Computationally efficient template-based face recognition,Learning face recognition from limited training data using deep neural networks
Super-resolution image reconstruction: a technical overview,"Sung Cheol Park, Min Kyu Park, Moon Gi Kang, ",2003,1433
An introduction to biometric recognition,"A. K. Jain, A. Ross, S. Prabhakar, ",2004,1422,Ear recognition in a light field imaging framework: a new perspective,Employing fusion of learned and handcrafted features for unconstrained ear recognition,3D ear recognition using global and local features,Multilinear Laplacian discriminant analysis for gait recognition,Efficient fingerprint matching using GPU,Biometric analysis using fused feature set from side face texture and electrocardiogram,A Novel Preprocessing Algorithm of Knuckleprint,Lux - An interactive receptionist robot for university open days,ECG-based personal identification using empirical mode decomposition and Hilbert transform,Online Signature Verification with Neural Networks Classifier and Fuzzy Inference,Fusion methods for boosting performance of speaker identification systems,A Novel Approach of Personal Identification Based on Single Knuckleprint Image,Multi-Factor Authentication Using Fingerprints and User-Specific Random Projection,Fuzzy logic method for partial fingerprint recognition,A Multimodal Biometric Recognition System Based on Fusion of Palmprint Fingerprint and Face,Statistical on-line signature verification using rotation-invariant dynamic descriptors,FingerCode for identity verification using fingerprint and smart card,A robust method for the recognition of palmprints,Robust Fake Iris Detection Based on Variation of the Reflectance Ratio Between the IRIS and the Sclera,Face Based Biometric Authentication with Changeable and Privacy Preservable Templates,Impact of Signature Legibility and Signature Type in Off-Line Signature Verification,Fuzzy Vault for Face Based Cryptographic Key Generation,Biometric User Identification with Dynamic Footprint,Multiple Fingers Synchronization used for device mutual authentication,An improved biometric identification system based on heart sounds and Gaussian Mixture Models,ECG biometric authentication using Pulse Active Width (PAW),Babies: Biometric authentication of newborn identities by means of ear signatures,Online signature verification approach using Mellin transform and empirical mode decomposition,Verifying a personas identity using brain responses to visual stimuli,Fusing multi-biometrics authorization with PCA
High confidence visual recognition of persons by a test of statistical independence,"J. G. Daugman, ",1993,1385,Hand vein recognition using local block pattern,Cascaded multimodal biometric recognition framework,Elastic strips normalisation model for higher iris recognition performance,On application of bloom filters to iris biometrics,Dilation-aware enrolment for iris recognition,Searching for doppelgängers: assessing the universality of the IrisCode impostors distribution,Efficient multimodal ocular biometric system for person authentication based on iris texture and corneal shape,Super resolution and recognition of long range captured multi-frame iris images,Hybrid robust iris recognition approach using iris image pre-processing two-dimensional gabor features and multi-layer perceptron neural network/PSO,Non-ideal iris segmentation using anisotropic diffusion,Fast and reliable iris segmentation algorithm,Efficient iris localisation using a guided filter,An iris biometric system for public and personal use,Visualization of multidimensional shape and texture features in laser range data using complex-valued Gabor wavelets,Extending the feature vector for automatic face recognition,Texture features for browsing and retrieval of image data,On the error-reject trade-off in biometric verification systems,Integrating faces and fingerprints for personal identification,A multichannel approach to fingerprint classification,Iris recognition: an emerging biometric technology,An identity-authentication system using fingerprints,Neural networks for intelligent multimedia processing,Iris recognition technology,Smart card information and operations using biometrics,A human identification technique using images of the iris and wavelet transform,Face authentication with Gabor information on deformable graphs,Filterbank-based fingerprint matching,Automated classification of gaze direction using spectral regression and support vector machine,Contactless Measurement of Heart Rate Variability from Pupillary Fluctuations,A Fast Alternative for Template Matching: An ObjectCode Method
W4: real-time surveillance of people and their activities,"I. Haritaoglu, D. Harwood, L. S. Davis, ",2000,1358,Review of model-free gait recognition in biometrie systems,Detection of swimmers in swimming video sequences,Collaborative hybrid classifier learning with ant colony optimization in wireless multimedia sensor networks,Design of human motion detection and tracking robot based on pyroelectric infrared sensor,Motion detection based on RGB-D data and scene flow clustering,An Agent-Based Approach to Understand Events in Surveillance Environments,Real-Time Object Detection in Embedded Video Surveillance Systems,Real-Time People Counting Using Multiple Lines,Multi-camera based surveillance system,Human body tracking system based on DWT and Mean-shift algorithm on ARM-Linux platform,People tracking and abnormal situation detection in the open space,Cascaded change detection for foreground segmentation,Recognition of High-level Group Activities Based on Activities of Individual Members,View independent recognition of human-vehicle interactions using 3-D models,New paradigm for recognition of aggressive human behavior based on bag-of-features and skeleton graph,Vision-based human body posture recognition using support vector machines,Shadow Detection Method in Video Surveillance System,Overview of Behavioural Understanding System with Filtered Vision Sensor,The Integration Adjacent Frame Difference of Improved ViBe for Foreground Object Detection,Bayesian modeling of dynamic scenes for object detection,A model-based approach for estimating human 3D poses in static images,A system for learning statistical motion patterns,MCMC Data Association and Sparse Factorization Updating for Real Time Multitarget Tracking with Merged and Multiple Measurements,A dynamic conditional random field model for foreground and shadow segmentation,Principal axis-based correspondence between multiple cameras for people tracking,Segmentation and Tracking of Multiple Humans in Crowded Environments,Sequential Kernel Density Approximation and Its Application to Real-Time Visual Tracking,Bayesian-Competitive Consistent Labeling for People Surveillance,Tracking Multiple Occluding People by Localizing on Multiple Scene Planes,Correspondence-Free Activity Analysis and Scene Modeling in Multiple Camera Views
Human and machine recognition of faces: a survey,"R. Chellappa, C. L. Wilson, S. Sirohey, ",1995,1251,Recognizing partially occluded expression variant faces from single training image per person with SOM and soft k-NN ensemble,Ensemble-based discriminant learning with boosting for face recognition,Exploiting discriminant information in nonnegative matrix factorization with application to frontal face verification,A Weighted Voting Model of Associative Memory,Recognition of Partially Occluded and Rotated Images With a Network of Spiking Neurons,Face recognition using line edge map,Visual identification by signature tracking,A Bayesian discriminating features method for face detection,Gabor-based kernel PCA with fractional power polynomial models for face recognition,Glasses removal from facial image using recursive error compensation,A probabilistic model of face mapping with local transformations and its application to person recognition,Open set face recognition using transduction,Discriminative common vectors for face recognition,Face recognition from a single training image under arbitrary unknown lighting using spherical harmonics,Biometrics from Brain Electrical Activity: A Machine Learning Approach,On the Dimensionality of Face Space,Homotopic Image Pseudo-Invariants for Openset Object Recognition and Image Retrieval,Face Relighting from a Single Image under Arbitrary Unknown Lighting Conditions,Toward Development of a Face Recognition System for Watchlist Surveillance,A novel face recognition system using hybrid neural and dual eigenspaces methods,Dynamic context capture and distributed video arrays for intelligent spaces,The CAS-PEAL Large-Scale Chinese Face Database and Baseline Evaluations,Multiresolution feature detection using a family of isotropic bandpass filters,Comparing different classifiers for automatic age estimation,A face and palmprint recognition approach based on discriminant DCT feature extraction,Kernel machine-based one-parameter regularized Fisher discriminant method for face recognition,Illumination compensation and normalization for robust face recognition using discrete cosine transform in logarithm domain,BDPCA plus LDA: a novel fast feature extraction technique for face recognition,A novel incremental principal component analysis and its application for face recognition,Choosing Parameters of Kernel Subspace LDA for Recognition of Face Images Under Pose and Illumination Variations
Mining sequential patterns,"R. Agrawal, R. Srikant, ",1995,1210,A review on sequential pattern mining using pattern growth approach,Mining Several Kinds of Temporal Association Rules Enhanced by Tree Structures,Mining high fuzzy utility sequential patterns,Discovery of fuzzy temporal association rules,Discovering fuzzy time-interval sequential patterns in sequence databases,Activity Discovery and Activity Recognition: A New Partnership,Mining Mobile Sequential Patterns in a Mobile Commerce Environment,Multiresolution Abnormal Trace Detection Using Varied-Length $n$-Grams and Automata,Sequential Data Mining: A Comparative Case Study in Development of Atherosclerosis Risk Factors,ActiviTree: Interactive Visual Exploration of Sequences in Event-Based Data Using Graph Similarity,A Visual Analytics Approach to Multiscale Exploration of Environmental Time Series,Patterns and Sequences: Interactive Exploration of Clickstreams to Understand Common Visitor Paths,A Predictive Energy-Efficient Technique to Support Object-Tracking Sensor Networks,Protocol Formats Reverse Engineering Based on Association Rules in Wireless Environment,Mining temporal moving patterns in object tracking sensor networks,Finding periodic outliers over a monogenetic event stream,User Travelling Pattern Prediction via Indistinct Cellular Data Mining,Partition-Based Approach for Fast Mining of Transitional Patterns,Discovery of associated topics for the intelligent browsing,Visual mining of multimedia data for social and behavioral studies,Using visualizations to monitor changes and harvest insights from a global-scale logging infrastructure at Twitter,HydroQual: Visual analysis of river water quality,Gender Differences in End-User Debugging Revisited: What the Miners Found,Discovering action idioms bridging the gap between system-level events and human-level actions,A improved sequential pattern mining algorithm based on PrefixSpan,Mining Frequent Induced Subtrees by Prefix-Tree-Projected Pattern Growth,Prediction of System Critical Event in Virtualized Medical Applications,Application of data mining in supply chain management,A high efficient algorithm of mining sequential patterns,Mining frequent sub-trends in time-series databases
Learning realistic human actions from movies,"Ivan Laptev, Marcin Marszalek, Cordelia Schmid, Benjamin Rozenfeld, ",2008,1192,4DCov: A Nested Covariance Descriptor of Spatio-Temporal Features for Gesture Recognition in Depth Sequences,Energy-Based Global Ternary Image for Action Recognition Using Sole Depth Sequences,Sparse Representation for Crowd Attributes Recognition,Implementation of a Virtual Training Simulator Based on 360° Multi-View Human Action Recognition,Internal Transfer Learning for Improving Performance in Human Action Recognition for Small Datasets,Gaze-Informed Egocentric Action Recognition for Memory Aid Systems,EEG analysis for implicit tagging of video data,An Automated Framework for Depression Analysis,Relative Body Parts Movement for Automatic Depression Analysis,Multimodal depression recognition with dynamic visual and audio cues,Multimodal cross-context recognition of negative interactions,Spatio-Temporal Interest Points Chain (STIPC) for activity recognition,Spatio-temporal context kernel for activity recognition,Space-time neighborhood based hierarchical descriptor for action recognition,Local spatio-temporal feature based voting framework for complex human activity detection and localization,Face clustering in videos based on spectral clustering techniques,Simultaneous Action Recognition and Localization Based on Multi-view Hough Voting,Human Action Recognition: A Dense Trajectory and Similarity Constrained Latent Support Vector Machine Approach,Event Detection Based on Noisy Object Information,Generating unsupervised models for online long-term daily living activity recognition,Fine-grain annotation of cricket videos,Mid-level parts mined by feature selection for action recognition,Hough-based action detection with time-warped voting,Human object interactions recognition based on social network analysis,Synthesis of spatio-temporal interest point detectors: Harris 3D MoSIFT and SURF-MHI,Real Time Human Action Recognition in a Long Video Sequence,Soccer Player Activity Recognition by a Multivariate Features Integration,Human Action Recognition and Localization in Video Using Structured Learning of Local Space-Time Features,Learning neighborhood cooccurrence statistics of sparse features for human activity recognition,Automatic Audio-Visual Fusion for Aggression Detection Using Meta-information
How iris recognition works,"J. Daugman, ",2004,1178,Improvement of Iris Recognition Based on Iris-Code Bit-Error Pattern Analysis,Improving Very Low-Resolution Iris Identification via Super-Resolution Reconstruction of Local Patches,Sic-Gen: A Synthetic Iris-Code Generator,Biometrie symmetry: Implications on template protection,Exploring deep learning image super-resolution for iris recognition,Raspberry Pi based complete embedded system for iris recognition,A Bayesian Approach to Deformed Pattern Matching of Iris Images,Toward Accurate and Fast Iris Segmentation for Iris Biometrics,The Best Bits in an Iris Code,The UBIRIS.v2: A Database of Visible Wavelength Iris Images Captured On-the-Move and At-a-Distance,The Multiscenario Multienvironment BioSecure Multimodal Database (BMDB),Iris Matching Based on Personalized Weight Map,IrisCode Decompression Based on the Dependence between Its Bit Pairs,Improved Iris Recognition through Fusion of Hamming Distance and Fragile Bit Distance,A Novel Encoding Scheme for Effective Biometric Discretization: Linearly Separable Subcode,An Automatic Iris Occlusion Estimation Method Based on High-Dimensional Density Estimation,Joint Sparse Representation for Robust Multimodal Biometrics Recognition,Iris Image Classification Based on Hierarchical Visual Codebook,A Statistical Analysis of IrisCode and Its Security Implications,Static Signature Synthesis: A Neuromotor Inspired Approach for Biometrics,All-Pairs: An Abstraction for Data-Intensive Computing on Campus Grids,Security Management of Authentication System Based on Dynamic Biometric Features,Biometric Inspired Multimedia Encryption Based on Dual Parameter Fractional Fourier Transform,KinectFaceDB: A Kinect Database for Face Recognition,Robust Sclera Recognition System With Novel Sclera Segmentation and Validation Techniques,Estimating and Fusing Quality Factors for Iris Biometric Images,A New Human Identification Method: Sclera Recognition,Handheld System Design for Dual-Eye Multispectral Iris Capture With One Camera,A Real-Time Gaze Position Estimation Method Based on a 3-D Eye Model,New Methods in Iris Recognition
MonoSLAM: Real-Time Single Camera SLAM,"Andrew J. Davison, Ian D. Reid, Nicholas D. Molton, Olivier Stasse, ",2007,1149,Real-time geometry-aware augmented reality in minimally invasive surgery,Reconstruction and Accurate Alignment of Feature Maps for Augmented Reality,Calibration of Nodal and Free-Moving Cameras in Dynamic Scenes for Post-Production,Robust Simultaneous 3D Registration via Rank Minimization,Assisted Multi-view Stereo Reconstruction,DT-SLAM: Deferred Triangulation for Robust SLAM,Non-rigid registration with reliable distance field for dynamic shape completion,Vision-Based Differential GPS: Improving VSLAM / GPS Fusion in Urban Environment with 3D Building Models,Reconstructing Fukushima: A Case Study,Will It Last? Learning Stable Features for Long-Term Visual Localization,Position based structure from motion using a moving calibrated camera,Combined laser and vision-aided inertial navigation for an indoor unmanned aerial vehicle,Trajectory-based stereo visual odometry with statistical outlier rejection,Utilizing Model Structure for Efficient Simultaneous Localization and Mapping for a UAV Application,A vision-aided inertial navigation system for agile high-speed flight in unmapped environments: Distribution statement A: Approved for public release distribution unlimited,A critique on previous work in vision aided navigation,Orientation correction based monocular SLAM for a mobile robot,Robust Extended Kalman Filtering for camera pose tracking using 2D to 3D lines correspondences,Monocular vSLAM using a novel Rao-Blackwellized particle filter,Visual simultaneous localization and mapping using stereo vision with human body elimination for service robotics,A MonoSLAM approach to lane departure warning system,Pose estimation and 3D environment reconstruction using less reliable depth data,Parallel Matrix Multiplication Design for Monocular SLAM,Towards simultaneous localization and transformation with a single moving camera,SIFT-based monocluar SLAM with inverse depth parameterization for robot localization,Sparse edge visual odometry using an RGB-D camera,Continuous recovery for real time pan tilt zoom localization and mapping,RGB-D Camera Network Calibration and Streaming for 3D Telepresence in Large Environment,An effective approach to SLAM toward autonomous operation for a Leg/Arm composite mobile robot in unknown environment based on RGB-D images,Mobile robot navigation and control with monocular surveillance cameras
Example-based super-resolution,"W. T. Freeman, T. R. Jones, E. C. Pasztor, ",2002,1069,Image dehazing using two-dimensional canonical correlation analysis,Improved hybrid method for image super-resolution,Adaptive regularised l<sub>2</sub>-boosting on clustered sparse coefficients for single image super-resolution,High-order Markov random field for single depth image super-resolution,A new low-complexity patch-based image super-resolution,Texture and edge preserving multiframe super-resolution,Document image super-resolution using structural similarity and Markov random field,Single-image super-resolution with total generalised variation and Shearlet regularisations,Single-frame image super-resolution inspired by perceptual criteria,Single-image super-resolution in RGB space via group sparse representation,Super resolution reconstruction based on block matching and three-dimensional filtering with sharpening,Image super-resolution based on the pairwise dictionary selected learning and improved bilateral regularisation,Resolution enhancement of textual images: a survey of single image-based methods,Non-local feature back-projection for image super-resolution,Super-resolution reconstruction: using non-local structure similarity and edge sharpness dictionary,Maximised self-similarity upsampler,Image super-resolution reconstruction using the high-order derivative interpolation associated with fractional filter functions,A Survey of Sparse Representation: Algorithms and Applications,Underwater Image Super-Resolution by Descattering and Fusion,A New Single Image Super-Resolution Method Based on the Infinite Mixture Model,Single Image Super-Resolution Based on Deep Learning Features and Dictionary Model,Eyes on the Target: Super-Resolution and License-Plate Recognition in Low-Quality Surveillance Videos,Multi-Semi-Couple Super-Resolution Method for Edge Computing,Face Hallucination via Gradient Constrained Sparse Representation,A Learning Based Single Image Super Resolution Method Using Directionlets,Image Super-Resolution Using Image Registration and Neural Network Based Interpolation,Single-image super-resolution based on semi-supervised learning,Fast face hallucination with sparse representation for video surveillance,Single Image Super-Resolution Based on Local Self-Similarity,Automatic Multi-resolution Joint Image Smoothing for Depth Map Refinement
Recognizing human actions: a local SVM approach,"C. Schuldt, I. Laptev, B. Caputo, ",2004,1067,Enhancing discriminability of randomized time warping for motion recognition,Animated Pose Templates for Modeling and Detecting Human Actions,A Hierarchical Word-Merging Algorithm with Class Separability Measure,Temporal Localization of Actions with Actoms,Learning Human Actions by Combining Global Dynamics and Local Appearance,Discriminative Non-Linear Stationary Subspace Analysis for Video Classification,Context-Aware Activity Modeling Using Hierarchical Conditional Random Fields,Sum Product Networks for Activity Recognition,Reconstruction-Free Action Inference from Compressive Imagers,Max-Margin Action Prediction Machine,Efficient Activity Detection in Untrimmed Video with Max-Subgraph Search,Group Sparse-Based Mid-Level Representation for Action Recognition,Realistic Human Action Recognition With Multimodal Feature Selection and Fusion,Cross-Domain Human Action Recognition,Learning Discriminative Key Poses for Action Recognition,Understanding Video Events: A Survey of Methods for Automatic Interpretation of Semantic Occurrences in Video,Hierarchical Filtered Motion for Action Recognition in Crowded Videos,Improving spatio-temporal feature extraction techniques and their applications in action classification,Recognizing human actions based on Sparse Coding with Non-negative and Locality constraints,Rapid human action recognition in H.264/AVC compressed domain for video surveillance,Learning non-negative locality-constrained Linear Coding for human action recognition,Learning human actions with an adaptive codebook,Incremental learning of novel activity categories from videos,Behavior recognition via sparse spatio-temporal features,Action recognition via multi-feature fusion and Gaussian process classification,Human action recognition using Recursive Self Organizing map and longest common subsequence matching,Action recognition: A region based approach,An evaluation of bags-of-words and spatio-temporal shapes for action recognition,Personal driving diary: Constructing a video archive of everyday driving events,One video is sufficient? Human activity recognition using active video composition
Image information and visual quality,"H. R. Sheikh, A. C. Bovik, ",2006,1053,Objective method to provide ground truth for IQA research,Full-reference image quality assessment using statistical local correlation,Image quality assessment based on complementary local feature extraction and quantification,Image fusion-based video deraining using sparse representation,Image quality assessment employing joint structure-colour histograms as quality-aware features,Fitting-based optimisation for image visual salient object detection,Is there a relationship between peak-signal-to-noise ratio and structural similarity index measure?,Image fusion using multiscale edge-preserving decomposition based on weighted least squares filter,Single-frame image super-resolution inspired by perceptual criteria,Speckle reduction method for thyroid ultrasound images in neutrosophic domain,Analysis and design of coded apertures for defocus deblurring based on imaging system properties and optical features,Hybrid NSS features for no-reference image quality assessment,Quality index evaluation of videos based on fuzzy interface system,Quality assessment of a stereo pair formed from decoded and synthesized views using objective metrics,A study on the relationship between depth map quality and the overall 3D video quality of experience,Objective quality measures comparison of impaired 3D video sequences from the UC3D database,Video authentication in digital forensic,Mean Deviation Similarity Index: Efficient and Reliable Full-Reference Image Quality Evaluator,Performance Evaluation of Visual Tracking Algorithms on Video Sequences With Quality Degradation,Modeling the Perceptual Quality of Stereoscopic Images in the Primary Visual Cortex,Audio-Visual Multimedia Quality Assessment: A Comprehensive Survey,Universal no reference image quality assessment metrics based on local dependency,On the use of image quality estimators for improved JPEG2000 coding,Making image quality assessment robust,Perceptual evaluation of image denoising algorithms,Regularization parameter trimming for iterative image reconstruction,A Reduced Reference Image Quality assessment for Multiply Distorted Images,Toward a universal learning-based image quality metric with reference for stereoscopic images,Image Quality Assessment: an Overview and some Metrological Considerations,Performance analysis of H.264 H.265 VP9 and AV1 video encoders
