Creating the CIPRES Science Gateway for inference of large phylogenetic trees,"Mark A. Miller, Wayne Pfeiffer, Terri Schwartz, ",2010,1035,Authoring a Science Gateway Cookbook,A Web-Based Platform for Publication and Distributed Execution of Computing Applications,SoTree: An Automated Phylogeny Assembly Tool for Ecologists from Big Tree,Science Gateways Incubator: Software Sustainability Meets Community Needs
Dynamic thermal management for high-performance microprocessors,"D. Brooks, M. Martonosi, ",2001,313,Graceful Operation of Disk Drives under Thermal Emergencies,Energy-Optimal Dynamic Thermal Management: Computation and Cooling Power Co-Optimization,Understanding the Thermal Implications of Multi-Core Architectures,MIMO Power Control for High-Density Servers in an Enclosure,Adaptive Power Control with Online Model Estimation for Chip Multiprocessors,SHIP: A Scalable Hierarchical Power Control Architecture for Large-Scale Data Centers,Modeling Demand Response Capability by Internet Data Centers Processing Batch Computing Jobs,Toward Optimal Operation of Internet Data Center Microgrid,A Rough Programming Approach to Power-Balanced Instruction Scheduling for VLIW Digital Signal Processors,Design and analysis of spatial encoding circuits for peak power reduction in on-chip buses,An Integrated Approach to Thermal Management in High-Level Synthesis,Interconnect Lifetime Prediction for Reliability-Aware Systems,Dynamic Thermal Clock Skew Compensation Using Tunable Delay Buffers,GOP-Level Dynamic Thermal Management in MPEG-2 Decoding,Designing a 3-D FPGA: Switch Box Architecture and Thermal Issues,Hotspots Elimination and Temperature Flattening in VLSI Circuits,Architecture-Level Thermal Characterization for Multicore Microprocessors,On the Power Management of Simultaneous Multithreading Processors,Dynamic Transfer of Computation to Processor Cache for Yield and Reliability Improvement,Accurate Temperature Estimation Using Noisy Thermal Sensors for Gaussian and Non-Gaussian Cases,General Parameterized Thermal Modeling for High-Performance Microprocessor Design,Task Migrations for Distributed Thermal Management Considering Transient Effects,Decentralized Thermal-Aware Task Scheduling for Large-Scale Many-Core Systems,Algorithmic Optimization of Thermal and Power Management for Heterogeneous Mobile Platforms,Efficient Implementation of Thermal-Aware Scheduler on a Quad-core Processor,,Load-aware stochastic feedback control for DVFS with tight performance guarantee,Temperature Aware Scheduling for Embedded Processors,Run-time Prediction of the Optimal Performance Point in DVS-based Dynamic Thermal Management,Temperature-aware Task Partitioning for Real-Time Scheduling in Embedded Systems
Simulation of advanced ultrasound systems using Field II,"J. A. Jensen, ",2004,298,A lossy compression scheme for pre-beamformer and post-beamformer ultrasound data,On an analytical spatially-varying point-spread-function,Beamforming of ultrasound images modelled as stable random variables,Vessel segmentation in high-frequency 2D/3D ultrasound images,Beamforming with sparse prior in ultrasound medical imaging,Scatterer reconstruction and parametrization of homogeneous tissue for ultrasound image simulation,Modified synthetic focusing with direction of arrival function for ultrasound imaging,Super-resolution ultrawideband ultrasound imaging using focused frequency time reversal music,Wave atom based Compressive Sensing and adaptive beamforming in ultrasound imaging,Precision Analysis of Viscoelastic Measurement Using Shear Wave Dispersion Vibrometry Method,Speckle detection in ultrasonic images using unsupervised clustering techniques,Image-Based Reconstruction of Tissue Scatterers Using Beam Steering for Ultrasound Simulation,Novel transmit aperture for very large depth of focus in medical ultrasound B-scan,Element shape design of 2-D CMUT arrays for reducing grating lobes,Correspondence: Apodization and Windowing Functions,Width-modulated square-wave pulses for ultrasound applications,Fast and mechanistic ultrasound simulation using a point source/receiver approach,Correspondence - Apodization and windowing eigenfunctions,Transform-Based Channel-Data Compression to Improve the Performance of a Real-Time GPU-Based Software Beamformer,Blind Deconvolution of Ultrasound Images Using  $l_{1}$ -Norm-Constrained Block-Based Damped Variable Step-Size Multichannel LMS Algorithm,Beamforming Through Regularized Inverse Problems in Ultrasound Medical Imaging,The Ultrasound Needle Pulse,Ultrasound Imaging From Sparse RF Samples Using System Point Spread Functions,P2B-4 Crisscross 2D cMUT Array: Beamforming Strategy and Synthetic 3D Imaging Results,Lossless compression of ultrasound RF data,A new extrapolation technique for resolution enhancement of pulse-echo imaging systems,A 30-MHz piezo-composite ultrasound array for medical imaging applications,Improved accuracy in the estimation of blood velocity vectors using matched filtering,High frequency ultrasound arrays for medical imaging,Sparse arrays for real-time 3D imaging simulated and experimental results
A New SURE Approach to Image Denoising: Interscale Orthonormal Wavelet Thresholding,"Florian Luisier, Thierry Blu, Michael Unser, ",2007,298,Denoising techniques in adaptive multi-resolution domains with applications to biomedical images,Spatially adaptive image denoising using inter-scale dependence in directionlet domain,Image denoising using generalised Cauchy filter,Wavelet-domain image shrinkage using variance field diffusion,A subspace approach for restoring image corrupted by white noise,Biomedical image denoising using variational mode decomposition,Variable Window for Outlier Detection and Impulsive Noise Recognition in Range Images,Adaptive Filter for Color Impulsive Removal Based on the HSI Color Space,Signal Denoising Using Simplified SURE-Based Linear Expansion of Thresholds in the Wavelet Domain,Image denoising method based on non-uniform partition and wavelet transform,Image denoising by directional complex diffusion processes based on double-density dual-tree DWT,Image denoising using multiple compressive reconstructed images,Texture preserving Perona-Malik model,Image Restoration via Deep-Structured Stochastically Fully-Connected Conditional Random Fields (DSFCRFs) for Very Low-Light Conditions,Univariate process monitoring using multiscale Shewhart charts,A SURE based sub-band adaptive denoising method,A New Wavelet Based Image Denoising Method,A modified nonlocal-means for adaptive image denoising,Shearlet-Based Adaptive Bayesian Estimator for Image Denoising,A New Adaptive Image Denoising Method Combining the Nonsubsampled Contourlet Transform and Total Variation,A new image denoising in shiftable complex directional pyramid domain,A MixIST image restoration algorithm based on IST,Image Denoising by Pointwise Thresholding of the Undecimated Wavelet Coefficients: A Global Sure Optimum,Blind optimization of algorithm parameters for signal denoising by Monte-Carlo SURE,Smooth sigmoid wavelet shrinkage for non-parametric estimation,Poisson denoising with multiple directional lots,An optimum shrinkage estimator based on minimum-probability-of-error criterion and application to signal denoising,Shrinkage tuning based on an unbiased MSE estimate for sparsity-aware adaptive filtering,Nonlocal means image denoising based on bidirectional principal component analysis,An unbiased risk estimator for Gaussian mixture noise distributions — Application to speech denoising
Clock Synchronization in Distributed Real-Time Systems,"Hermann Kopetz, Wilhelm Ochsenreiter, ",1987,291,Hardware-assisted software clock synchronization for homogeneous distributed systems,An upper bound on expected clock skew in synchronous systems,Replica determinism and flexible scheduling in hard real-time dependable systems,TTP/spl minus/a protocol for fault-tolerant real-time systems,Strategies for real-time dialogue and interaction in multiagent systems,Voting using predispositions,Internet time synchronization: the network time protocol,Generating a fault-tolerant global clock using high-speed control signals for the MetaNet architecture,An approach to experimental evaluation of real-time fault-tolerant distributed computing schemes,Systematic formal verification for fault-tolerant time-triggered algorithms,Distributed fault-tolerant real-time systems: the Mars approach,Spearmints: hardware support for performance measurements in distributed systems,Multimedia synchronization protocols for broadband integrated services,Exception handling and fault-tolerance in multimedia synchronization,Synchronization issues in real-time systems,Optimal agreement protocol in malicious faulty processors and faulty links,Rollback recovery in distributed systems using loosely synchronized clocks,Probabilistic clock synchronization in distributed systems,Multistep interactive convergence: an efficient approach to the fault-tolerant clock synchronization of large multicomputers,The spring scheduling coprocessor: a scheduling accelerator,Bio-inspired hybrid control of pulse-coupled oscillators and application to synchronization of a wireless network,The synchronization rate of oscillator networks subject to delayed and directed interaction,Modeling Time Synchronization Uncertainty Sources in Wireless Sensor Networks,INCUS: A communication protocol for safety critical distributed real time systems,A New Distributed Time Synchronization Protocol for Multihop Wireless Networks,Fundamental limits on synchronization of affine clocks in networks,A model-based approach to clock synchronization,The influences of global and local cues on the synchronization rate of interconnected oscillator networks subject to time delays,Experimental investigation and analysis of clock model and sensor networks agents time synchronization,Diffusive clock synchronization in highly dynamic networks
Compressed Sensing for Real-Time Energy-Efficient ECG Compression on Wireless Body Sensor Nodes,"Hossein Mamaghanian, Nadia Khaled, David Atienza, Pierre Vandergheynst, ",2011,276,Information-enhanced sparse binary matrix in compressed sensing for ECG,Impact of compressed sensing on clinically relevant metrics for ambulatory ECG monitoring,Block sparsity-based joint compressed sensing recovery of multi-channel ECG signals,Adaptive compressive engine for real-time electrocardiogram monitoring under unreliable wireless channels,New channel model for wireless body area network with compressed sensing theory,An Energy-Efficient Data Forwarding Strategy for Heterogeneous WBANs,Green IoT: An Investigation on Energy Saving Practices for 2020 and Beyond,Toward Automated Analysis of Electrocardiogram Big Data by Graphics Processing Unit for Mobile Health Application,Compressed sensing for energy-efficient wireless telemonitoring: Challenges and opportunities,ECG signal compression using compressed sensing with nonuniform binary matrices,A comparison between wavelet families to compress an EEG signal,Compression via compressive sensing: A low-power framework for the telemonitoring of multi-channel physiological signals,Spatio-temporal autoencoder for feature learning in patient data with missing observations,Gaussian dictionary for Compressive Sensing of the ECG signal,Latency-Energy Optimized MAC Protocol for Body Sensor Networks,Shimmer Cooja and Contiki: A new toolset for the simulation of on-node signal processing algorithms,JSM-2 Based Joint ECG Compression Exploiting Temporal and Structural Dependency,ECG feature detection using randomly compressed samples for stable HRV analysis over low rate links,Implementation of Imaging Compressive Sensing Algorithms on Mobile Handset Devices,Structured sparsity models for compressively sensed electrocardiogram signals: A comparative study,Compressive sensing based ECG telemonitoring with personalized dictionary basis,The distortion of data compression via compressed sensing in EEG telemonitoring for the epileptic,Analysis of US multi-frame video streaming over LTE network,Designing of Licensed Number Plate Recognition system using hybrid technique from neural network &amp; template matching,An efficient compressed sensing-based cross-layer congestion control scheme for Wireless Sensor Networks,Information-weighted Gaussian matrix in compressed sensing for ECG,Increasing the reliability of wireless body area networks based on compressed sensing theory,A low power Dirac basis compressed sensing framework for EEG using a Meyer wavelet function dictionary,Sparsity analysis of FH-BPSK signals via K-SVD dictionary learning,Smart e-Health Gateway: Bringing intelligence to Internet-of-Things based ubiquitous healthcare systems
Efficient Implementation of the Fuzzy c-Means Clustering Algorithms,"Robert L. Cannon, Jitendra V. Dave, James C. Bezdek, ",1986,267,Unsupervised optimal fuzzy clustering,A fuzzy neural network to SAR image classification,Knowledge-based classification and tissue labeling of MR images of human brain,Automatic tumor segmentation using knowledge-based techniques,Volume delineation by fusion of fuzzy sets obtained from multiplanar tomographic images,MRI segmentation using fuzzy clustering techniques,Adaptive fuzzy c-shells clustering and detection of ellipses,A comparison of neural network and fuzzy clustering techniques in segmenting magnetic resonance images of the brain,Reducing the time complexity of the fuzzy c-means algorithm,Investigating the possibility of using a single electrode brain-computer interface device for human machine interaction by means of cluster analysis,The study on tracking algorithm for the underwater target: Applying to noise limited bi-static sonar model,Identification of greenhouse climate using Takagi-Sugeno fuzzy modeling,A Weighted Fuzzy Clustering Algorithm for Data Stream,Hybrid Fuzzy-SV Clustering for Heart Disease Identification,Modelling IP darkspace traffic by means of clustering techniques,Fast Fuzzy C-Means Clustering Based on Low-Cost High-Performance VLSI Architecture in Reconfigurable Hardware,A Novel Modified Kernel Fuzzy C-Means Clustering Algorithm on Image Segementation,Fast multiscale image segmentation,Fuzzy computer-aided diagnosis of Alzheimer's disease using MRI and PET statistical features,Efficient VLSI Architecture for Fuzzy C-Means Clustering in Reconfigurable Hardware,Hypercube algorithms suitable for image understanding in uncertain environments,Tracking algorithm compensating acceleration for 3D maneuvering target with PSO-FCM,Enhancing an Evolving Tree-based text document visualization model with Fuzzy c-Means clustering,Fuzzy classification of orchard pest posture based on Zernike moments,Selecting parameter values for mahalanobis distance fuzzy classifiers,Fuzzy set theoretic approach to computer vision: An overview,A fuzzy clustering method for multidimensional parameter selection in system with uncertain parameters,Fast clustering with application to fuzzy rule generation,Generating fuzzy rules from data,An improvement of neuro-fuzzy learning algorithm for tuning fuzzy rules based on fuzzy clustering method
Cache decay: exploiting generational behavior to reduce cache leakage power,"S. Kaxiras, Zhigang Hu, M. Martonosi, ",2001,263,OS-aware tuning: improving instruction cache energy efficiency on system workloads,Application-Specific Customization of Dynamic Profiling Mechanisms for Sensor Networks,Exploring Functional Unit Design Space of VLIW Processors for Optimizing Both Performance and Energy Consumption,Techniques of Power-gating to Kill Sub-Threshold Leakage,Optimization of area and power in multi-mode power gating scheme for static memory elements,Saving register-file static power by monitoring short-lived temporary-values in ROB,Predictive precharging for bitline leakage energy reduction [microprocessor caches],Power aware design for next generation's Many Cores computing platforms,An architectural level energy reduction technique for deep-submicron cache memories,Low-leakage robust SRAM cell design for sub-100nm technologies,Studying interactions between prefetching and cache line turnoff,Energy-aware computation duplication for improving reliability in embedded chip multiprocessors,Prefetching-aware cache line turnoff for saving leakage energy,A Software Technique to Improve Yield of Processor Chips in Presence of Ultra-Leaky SRAM Cells Caused by Process Variation,Area &amp; power optimization of VPB peripheral memory for ARM7TDMI based microcontrollers,Compiler-Directed Variable Latency Aware SPM Management to CopeWith Timing Problems,Link-time optimization for power efficiency in a tagless instruction cache,A compiler-controlled instruction cache architecture for an embedded low power microprocessor,ARGO: Aging-aware GPGPU register file allocation,Tracking object life cycle for leakage energy optimization,Xtream-fit: an energy-delay efficient data memory subsystem for embedded media processing,Systematic temperature sensor allocation and placement for microprocessors,Leakage power reduction of embedded memories on FPGAs through location assignment,State-preserving vs. non-state-preserving leakage control in caches,Low static-power frequent-value data caches,On transfer function and power consumption transient response,Area-Efficient Error Protection for Caches,Microarchitectural Floorplanning Under Performance and Thermal Tradeoff,Instruction Cache Energy Saving Through Compiler Way-Placement,Dynamically reconfigurable hybrid cache: An energy-efficient last-level cache design
The adaptive cross approximation algorithm for accelerated method of moments computations of EMC problems,"Kezhong Zhao, M. N. Vouvakis, Jin-Fa Lee, ",2005,262,On the Multiplicative Regularization of Graph Laplacians on Closed and Open Structures With Applications to Spectral Partitioning,Antenna power test means recent developments,A fast shielding effectiveness calculation of rectangular enclosures with arbitrary shape apertures,Sparsified multilevel adaptive cross approximation,An adaptive cross approximation recompressed degenerate kernel algorithm with radial bases for scattering from PEC objects,Fast direct solution of dielectric array using adaptive cross approximation with Sherman-Morrison-Woodbury formula,Accelerated iterative solution of volume integral equation using sparsified adaptive cross approximation algorithm,Fast direct solution of high-order MoM accelerated by local ACA,An improved Calderón preconditioner for electric field integral equation,An equivalent dipole-moment method combined with multilevel adaptive cross approximation for PEC targets,Direct solution of MoM matrix equation using Sherman-Morrison-Woodbury formula-based algorithm with ACA-SVD,Analysis of EM Scattering from multiscale conducting structures in a half space,Nested equivalence source approximation of the MFIE operator,LU factorization and solve of low rank electrically large MOM problems for monostatic scattering using the adaptive cross approximation for problem sizes to 1025101 unknowns on a PC workstation,Domain decomposition framework to hybridize different numerical methods for solving electrically large problems,Efficient calculation of the reduced matrix in the characteristic basis functions method,Efficient fill of a nested representation of the EFIE at low frequencies,Analysis of connected patch arrays using the characteristic basis function method,A stable fast solver for quasi-Helmholtz decomposition methods,Multilevel adaptive cross approximation (MLACA),Parallel fill of a sparse representation of integral equations using MPI,Simulation of the mutual couplings among multiple antennas on large platform using multi-region multi-solver domain decomposition,The adaptive cross approximation algorithm applied to a volumetric method-of-moments for electromagnetic analysis of inhomogeneous bodies,Accelerating calderón multiplicative preconditioner with multi-grade adaptive cross approximation algorithm,Scattering from a random distribution of numerous bodies with linear embedding via Green's operators,A low frequency stable EPA method accelerated by the adaptive cross approximation algorithm,Angular glint calculation via adaptive cross approximation algorithm,A hierarchical multi-level fast multipole method for wideband multiscale electromagnetic wave scattering from non-penetrable targets in R<sup>3</sup>,Helmholtz subspaces preserving fast solvers based on multigrid inversions of loop-star decompositions,MR-preconditioned ACA for sub-wavelength discretization
Power-aware scheduling for periodic real-time tasks,"H. Aydin, R. Melhem, D. Mosse, P. Mejia-Alvarez, ",2004,251
MMX technology extension to the Intel architecture,"A. Peleg, U. Weiser, ",1996,244,A family of variable-precision interval arithmetic processors,Integer multiplication with overflow detection or saturation,Challenges to combining general-purpose and multimedia processors,Internet Streaming SIMD Extensions,Efficient polygon clipping for an SIMD graphics pipeline,Color signal processing technique for single-chip CCD cameras that employ CPUs with SIMD instruction sets,Performance of an advanced video codec on a general-purpose processor with media ISA extensions,A 32-b RISC/DSP microprocessor with reduced complexity,A 250-MHz single-chip multiprocessor for audio and video signal processing,AMD 3DNow! technology: architecture and implementations,AltiVec extension to PowerPC accelerates media processing,SH-5: the 64 bit superH architecture,Imagine: media processing with streams,Efficient permutation instructions for fast software cryptography,Study on adaptive job assignment for multiprocessor implementation of MPEG2 video encoding,Subword extensions for video processing on mobile systems,Hardware/software co-design of the Stanford FLASH multiprocessor,Multimedia processors,Hardware/compiler codevelopment for an embedded media processor,VLSI implementations of image and video multimedia processing systems,An architecture of a matrix-vector multiplier dedicated to video decoding and three-dimensional computer graphics,Hardware and software cache prefetching techniques for MPEG benchmarks,A New Reconfigurable Coarse-Grain Architecture for Multimedia Applications,A multimedia DSP chip for portable applications,Three goals in designing VLSI architectures for video compression,Matrix-vector multiplier module for natural/synthetic hybrid video coding,An architectural extension to the media core processor for HDTV applications,An algorithm of hardware unit generation for processor core synthesis with packed SIMD type instructions,Design of reconfigurable array multipliers and multiplier-accumulators,Design of reconfigurable carry select adders
