Online and off-line handwriting recognition: a comprehensive survey,"R. Plamondon, S. N. Srihari, ",2000,1064,Improving the clustering performance of the scanning n-tuple method by using self-supervised algorithms to introduce subclasses,'Online recognition of Chinese characters: the state-of-the-art,The writer independent online handwriting recognition system frog on hand and cluster generative statistical dynamic time warping,Offline recognition of unconstrained handwritten texts using HMMs and statistical language models,Utilization of hierarchical stochastic relationship modeling for Hangul character recognition,Offline geometric parameters for automatic signature verification using fixed-point arithmetic,A scale space approach for automatically segmenting words from historical handwritten documents,Recognition and verification of unconstrained handwritten words,Estimating the pen trajectories of static signatures using hidden Markov models,A parallel-line detection algorithm based on HMM decoding,An integration of online and pseudo-online information for cursive word recognition,A Framework Toward Restoration of Writing Order from Single-Stroked Handwriting Image,Text-Independent Writer Identification and Verification Using Textural and Allographic Features,A Practical Approach for Writer-Dependent Symbol Recognition Using a Writer-Independent Symbol Recognizer,Bayes Classification of Online Arabic Characters by Gibbs Modeling of Class Conditional Densities,Script-Independent Text Line Segmentation in Freestyle Handwritten Documents,A Novel Connectionist System for Unconstrained Handwriting Recognition,Signature Detection and Matching for Document Image Retrieval,A New Algorithm and System for the Characterization of Handwriting Strokes with Delta-Lognormal Parameters,Offline Loop Investigation for Handwriting Analysis,Handwritten Numeral Databases of Indian Scripts and Multistage Recognition of Mixed Numerals,Improving Offline Handwritten Text Recognition with Hybrid HMM/ANN Models,A Novel Word Spotting Method Based on Recurrent Neural Networks,Generation of Duplicated Off-Line Signature Images for Verification Systems,Multi-Language Online Handwriting Recognition,Drawing and Recognizing Chinese Characters with Recurrent Neural Network,Validation of a Haptic-Based Simulation to Test Complex Figure Reproduction Capability,Online Signature Verification Based on Stable Features Extracted Dynamically,Multiagents to separating handwritten connected digits,Optimal zoning design by genetic algorithms
The Case for VM-Based Cloudlets in Mobile Computing,"Mahadev Satyanarayanan, Paramvir Bahl, Ramon Caceres, Nigel Davies, ",2009,984,Mobile cloud computing with a UAV-mounted cloudlet: optimal bit allocation for communication and computation,Compound image compression based on unified LZ and hybrid coding,A Novel Framework for Application of Cloud Computing in Wireless Mesh Networks,Towards Virtual Machine Migration in Fog Computing,A Survey of 5G Network: Architecture and Emerging Technologies,A Software-Defined Device-to-Device Communication Architecture for Public Safety Applications in 5G Networks,Seeing Is Believing: Sharing Real-Time Visual Traffic Information via Vehicular Clouds,Mobilouds: An Energy Efficient MCC Collaborative Framework With Extended Mobile Participation for Next Generation Networks,When Social Network Meets Mobile Cloud: A Social Group Utility Approach for Optimizing Computation Offloading in Cloudlet,A Survey on Mobile Edge Networks: Convergence of Computing Caching and Communications,Fog of Everything: Energy-Efficient Networked Computing Architectures Research Challenges and a Case Study,Fog Computing in Healthcare–A Review and Discussion,Virtualization on Internet of Things Edge Devices With Container Technologies: A Performance Evaluation,Mobile Cloud-Based Big Healthcare Data Processing in Smart Cities,Dynamic Cloudlet-Assisted Energy-Saving Routing Mechanism for Mobile Ad Hoc Networks,A Framework of Fog Computing: Architecture Challenges and Optimization,ParGen: A Parallel Method for Partitioning Data Stream Applications in Mobile Edge Computing,Multi-Objective Decision-Making for Mobile Cloud Offloading: A Survey,A Mobile Cloud Based Scheduling Strategy for Industrial Internet of Things,Offloading Schemes in Mobile Edge Computing for Ultra-Reliable Low Latency Communications,An Offloading Strategy in Mobile Cloud Computing Considering Energy and Delay Constraints,A cloudlet architecture using mobile devices,Lightweight Application-Level Task Migration for Mobile Cloud Computing,A Framework of Mobile Cloudlet Centers Based on the Use of Mobile Devices as Cloudlets,Fog Computing as a Resource-Aware Enhancement for Vicinal Mobile Mesh Social Networking,An experts learning approach to mobile service offloading,EEOA: Improving energy efficiency of mobile cloudlets using efficient offloading approach,A framework for energy efficient and flexible offloading scheme for handheld devices,E<sup>3</sup>M: An Energy Efficient Emergency Management System using mobile cloud computing,Supporting the personal cloud
A survey on visual surveillance of object motion and behaviors,"Weiming Hu, Tieniu Tan, Liang Wang, S. Maybank, ",2004,949,Visual surveillance using wide-angle camera and laser range finder,Object localization and tracking based on multiple sensor fusion in intelligent home,Object tracking based on multi information fusion,MILE: A minimally interactive learning framework for visual data analysis,Kernel-based target tracking with multiple features fusion,Probability Evolutionary Algorithm based human motion tracking using voxel data,Analysis of motion detectors evolved by Genetic Programming,Embedded based tailgating/piggybacking detection security system,Background modelling detection and tracking of human in video surveillance system,PNN Based Motion Detection with Adaptive Learning Rate,Anomaly detection techniques in surveillance videos,An Efficient Multiple Faces Tracking System,Automatic Classification of Abandoned Objects for Surveillance of Public Premises,Shape-Based Human Activity Recognition Using Edit Distance,Human detection and tracking based on HOG and particle filter,Indoor video moving objects detection based on the independent component analysis with reference,Abnormal event detection in traffic video surveillance based on local features,Pyramid contextual constrained ICA based foreground detection for indoor surveillance,Optimal camera selection for target localization in camera sensor networks,An Efficient Visual Tracking Method for Multiple Moving Targets,Gabor phase embedding of Gait Energy Image for identity recognition,CNN implementation of a moving object segmentation approach for real-time video surveillance,Foreground segmentation using GMM combined temporal differencing,Development of an intelligent system for bank security,Analysis of computer vision based techniques for motion detection,Voxel based annealed particle filtering for markerless 3D articulated motion capture,A framework for moving object segmentation under rapidly changing illumination conditions in complex wavelet domain,Security Tradeoffs in Cyber Physical Systems: A Case Study Survey on Implantable Medical Devices,Contextual Constrained Independent Component Analysis based foreground detection for indoor surveillance,A joint sparsity model for video anomaly detection
Hypertext: An Introduction and Survey,"J. Conklin, ",1987,910,Building intelligent tutorial systems for teaching simulation in engineering education,CASPER: a hypermedia departmental information system,Developing hypertext-based learning courseware for computer networks: the macro and micro stages,Assessing the utility of an interactive electronic book for learning the Pascal programming language,Integrating diverse information repositories: a distributed hypertext approach,The usability engineering life cycle,Supporting document development with Concordia,Finding facts vs. browsing knowledge in hypertext systems,Intermedia: the concept and the construction of a seamless information environment,Content-addressable and associative memory: alternatives to the ubiquitous RAM,Knowledge based systems applied to the design of electrical devices,Browsing in hypertext: a cognitive study,A hypertext software package to help document system designs,A system for aiding creative concept formation,The C information abstraction system,Supporting search for reusable software objects,The evolution support environment system,Engineering software design processes to guide process execution,Multi-media information services: a laboratory study,Interacting with databases in the global information infrastructure,A survey and classification of hypertext documentation systems,Collaborative writing with hypertext,Metaphorical perspectives on hypertext,Preparing the technical communicator of the future,Modeling logical and temporal synchronization in hypermedia systems,Synchronization and storage models for multimedia objects,RAVI a proposed standard for the interchange of audio/visual interactive applications,Image understanding environments,Distributed multimedia systems,Hypermedia data modeling coding and semiotics
The eyes have it: a task by data type taxonomy for information visualizations,"B. Shneiderman, ",1996,899,Features of conceptual blending in the context of visualisation,VAST Challenge 2014 — The Kronos incident — Mini-Challenge 3,Supporting visual exploration for multiple users in large display environments,PorosityAnalyzer: Visual analysis and evaluation of segmentation pipelines to determine the porosity in fiber-reinforced polymers,Visualizing causes and effects of California sea lion unusual mortality event (UME),A task oriented view of software visualization,Software Visualization - A Process Perspective,Generating visualization-based analysis scenarios from maintenance task descriptions,Live trace visualization for comprehending large software landscapes: The ExplorViz approach,Lightweight software reverse engineering using augmented matrix visualizations,Polyptychon: A Hierarchically-Constrained Classified Dependencies Visualization,Exploring software cities in virtual reality,MetaVis: Exploring Actionable Visualization,Walls Pillars and Beams: A 3D Decomposition of Quality Anomalies,A Low-Effort Analytics Platform for Visualizing Evolving Flask-Based Python Web Services,A Scalable Visualization for Dynamic Data in Software System Hierarchies,Visual correlation of host processes and network traffic,IDGraphs: intrusion detection and analysis using histographs,PERCIVAL: proactive and reactive attack and response assessment for cyber incidents using visual analytics,Bitconeview: visualization of flows in the bitcoin transaction graph,EulerView: a non-hierarchical visualization component,Does My Model Work? Evaluation Abstractions of Cognitive Modelers,Just model! — Putting automatic synthesis of node-link-diagrams into practice,Visual analysis of compound graphs,Visualization of Memory Access Behavior on Hierarchical NUMA Architectures,TorusVis^ND: Unraveling High-Dimensional Torus Networks for Network Traffic Visualizations,IPSViz: An After-Action Review Tool for Human-Virtual Human Experiences,Visualization of network data for effective semantic analysis,Reverse Engineering Super-Repositories,Analyzing PL/1 legacy ecosystems: An experience report
WordNet: a lexical database for English,"George A. Miller, ",1995,886
OpenSim: Open-Source Software to Create and Analyze Dynamic Simulations of Movement,"Scott L. Delp, Frank C. Anderson, Allison S. Arnold, Peter Loan, Ayman Habib, Chand T. John, Eran Guendelman, Darryl G. Thelen, ",2007,859,Musculoskeletal human-spacesuit interaction model,Demographic specific musculoskeletal models of factory worker performance fatigue and injury,Biomechanics of human locomotion with constraints to design flexible-wheeled biped robots,Socio-economic impact of medical lower-limb Exoskeletons,Influence of origins and insertions of muscles on artificial hip joint dislocation,Ergonomic Designs Based on Musculoskeletal Models,Using high-throughput computing for dynamic simulation of bipedal walking,Position and velocity cursor mappings contribute to distinct muscle forces in simulated isometric and movement reaching,Bio-inspired balance controller for a humanoid robot,The characterization of the kinematic and dynamic properties of the ankle joint for an artificial ankle joint design,A constrained Extended Kalman Filter for dynamically consistent inverse kinematics and inertial parameters identification,Isokinematic leg extension training with an industrial robot,Development and validation of a computational musculoskeletal model of the cat hind limb,Estimation of lower limbs angular positions using Kalman filter and genetic algorithm,Estimating the instantaneous wrist flexion angle from multi-channel surface EMG of forearm muscles,Developing an ankle-foot muscular model using Bayesian estimation for the influence of an ankle foot orthosis on muscles,Exploring possibilities for real-time muscle dynamics state estimation from EMG signals,Proprioceptivity and upper-extremity dynamics in robot-assisted reaching movement,Sit-to-Stand movement assistance using an actuated knee joint orthosis,Modeling and simulation of hand based on opensim and leap motion,EMG-driven model-based knee torque estimation on a variable impedance actuator orthosis,Integrating HLA and Service-Oriented Architecture in a Simulation Framework,Dynamics filter for walking trajectories from human motion capture,Muscle control of fore-aft and vertical body center of mass accelerations of human slip recovery gait: A simulation study using wearable sensor shoes,Cognitive cyber situational awareness using virtual worlds,Toward a Unified Framework for EMG Signals Processing and Controlling an Exoskeleton,A concept for Sensor Web Enablement employment in a high-volume layered sensing simulation environment,A Comprehensive Methodology to Visualize Articulations for the Physiological Human,Virtual Human Behavioural Profile Extraction Using Kinect Based Motion Tracking,A 6-DOF exoskeleton for head and neck motion assist with parallel manipulator and sEMG based control
The Byzantine Generals Problem,"Leslie Lamport, Robert Shostak, Marshall Pease, ",1982,854
LLVM: a compilation framework for lifelong program analysis &amp; transformation,"C. Lattner, V. Adve, ",2004,854,High-level synthesis of approximate hardware under joint precision and voltage scaling,An energy-efficient memory hierarchy for multi-issue processors,Design Space exploration of FPGA-based accelerators with multi-level parallelism,Reducing code management overhead in software-managed multicores,A static-placement dynamic-issue framework for CGRA loop accelerator,Automated generation of banked memory architectures in the high-level synthesis of multi-threaded software,Securing networked embedded systems code through distributed systems analysis,Enhancing Conformance Testing Using Symbolic Execution for Network Protocols,Deviation-Based Obfuscation-Resilient Program Equivalence Checking With Application to Software Plagiarism Detection,A Compiler Technique for Processor-Wide Protection From Soft Errors in Multithreaded Environments,Symbolic Crosschecking of Data-Parallel Floating-Point Code,SymbexNet: Testing Network Protocol Implementations with Symbolic Execution and Rule-Based Specifications,A Lightweight System for Detecting and Tolerating Concurrency Bugs,Dynamic Testing for Deadlocks via Constraints,Automating Live Update for Generic Server Programs,AutoSense: A Framework for Automated Sensitivity Analysis of Program Data,Compiler-Assisted STT-RAM-Based Hybrid Cache for Energy Efficient Embedded Systems,Compiler-Guided Parallelism Adaption Based on Application Partition for Power-Gated ILP Processor,Regional Consistency: Programmability and Performance for Non-cache-coherent Systems,Detecting Kernels Suitable for C-Based High-Level Hardware Synthesis,Instruction Emulation and OS Supports of a Hybrid Binary Translator for x86 Instruction Set Architecture,An Interactive Microarray Call-Graph Visualization,Improving error notification comprehension through visual overlays in IDEs,Data re-allocation enabled cache locking for embedded systems,DFGenTool: A Dataflow Graph Generation Tool for Coarse Grain Reconfigurable Architectures,Cache- and register-aware system reliability evaluation based on data lifetime analysis,Exploring Compiler Optimization Opportunities for the OpenMP 4.× Accelerator Model on a POWER8+GPU Platform,Structured Binary Editing with a CFG Transformation Algebra,Static binary rewriting without supplemental information: Overcoming the tradeoff between coverage and correctness,A compilation method for zero overhead loop in DSPs with VLIW
Synchronous data flow,"E. A. Lee, D. G. Messerschmitt, ",1987,788,Compile-time scheduling and assignment of data-flow program graphs with data-dependent iteration,Compile-time scheduling of dynamic constructs in dataflow program graphs,Application-specific architectural methodologies for high-throughput digital signal and image processing,Gabriel: a design environment for DSP,Design issues and an architecture for the monolithic implementation of a parallel digital signal processor,Task allocation and scheduling models for multiprocessor digital signal processing,Gabriel: a design environment for DSP,Architectural synthesis for DSP silicon compilers,Automatic configuration of embedded multicomputer systems,Behavioral optimization using the manipulation of timing constraints,A framework for comparing models of computation,Interval diagrams for efficient symbolic verification of process networks,Symbolic debugging of embedded hardware and software,Synchronous approach to the functional equivalence of embedded system implementations,Hardware-software co-design of embedded systems,Dataflow process networks,Design of embedded systems: formal models validation and synthesis,Hardware/software co-design of digital telecommunication systems,Programmable DSP architectures. II,A hardware-software codesign methodology for DSP applications,Codesign of embedded systems: status and trends,Consistency in dataflow graphs,Memory management for dataflow programming of multirate signal processing algorithms,Retiming synchronous data-flow graphs to reduce execution time,Range-chart-guided iterative data-flow graph scheduling,Generating compact code from dataflow specifications of multirate signal processing algorithms,Automated programming of digital filters for parallel processing implementation,Software synthesis and code generation for signal processing systems,SpecSyn: an environment supporting the specify-explore-refine paradigm for hardware/software system design,Partitioning and pipelining for performance-constrained hardware/software systems
Compliance and Force Control for Computer Controlled Manipulators,"Matthew T. Mason, ",1981,787,Action subservient sensing and design,Constrained robot motion in presence of stiff and compliant contact,Generalized acceleration control of robot manipulators with nonlinear active damping,Robotic force control for flexible assembly,Event-based planning and control for multi-robot coordination,A discrete event approach to the control of robotic assembly tasks,A unified theory for hybrid control of manipulators,The 'reciprocity' and 'consistency' based approaches to uncertainty identification for compliant motions,On-line processing of position and force measures for contour identification and robot control,Accurate contact point detecting using force and velocity information complementarily,Kinematic models of rigid body interactions for compliant motion tasks in the presence of uncertainties,Trajectory planning for two manipulators to deform flexible beams,Hybrid control of flexible manipulators with multiple contact,HARTIK: a hard real-time kernel for programming robot tasks with explicit time constraints and guaranteed execution,Modeling dynamic uncertainty in robot motions,Synthesis of robust compliant motions based on impedance models,Bracing micro/macro manipulators control,Forming complex dextrous manipulations from task primitives,Deform flexible beams by two manipulators through neural network learning,Assembly of parts with irregular surfaces using active force sensing,ROTEX-the first remotely controlled robot in space,Sufficient conditions for the success of robotic assembly,A strategy for fine motion manipulation of robots using kinematic constraints,Imposing motion constraints to a force reflecting telerobot through real-time simulation of a virtual mechanism,Evaluating the performance of robotic compliant tasks according to power consumption: approach and applications,Planning and sensitivity analysis of automated assembly processes with robots,Decentralized coordinated motion control of manipulators with vision and force sensors,Force control of constrained flexible manipulators,A high-speed method of detecting contact-state transitions and its implementation in a task-coordinate manipulation system,Force fields in the manipulation of flexible materials
