PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	EY	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Lobanov, Mikhail Sergeevich; Ryzhikov, Valerii Valentinovich							Лобанов, Михаил Сергеевич; Рыжиков, Валерий Валентинович	Special weak limits and simple spectrum of the tensor products of flows				Специальные слабые пределы и простой спектр тензорных произведений потоков				Sbornik: Mathematics	Математический сборник			209	5			62	73		10.4213/sm8932					2018	2018										0	0	0	0	0	0			0368-8666			RSCI:32823061		
J	Neustupa, Jiri; Penel, Patrick				Neustupa, Jiri/D-5459-2014				On Regularity of a Weak Solution to the Navier-Stokes Equations with the Generalized Navier Slip Boundary Conditions								ADVANCES IN MATHEMATICAL PHYSICS										4617020	10.1155/2018/4617020					2018	2018										0	0	0	0	0	0			1687-9120	1687-9139		WOS:000427310200001		
J	Endruweit, A.; Zeng, X.; Matveev, M.; Long, A. C.					Zeng, Xuesen/0000-0001-7833-2986; Matveev, Mikhail/0000-0002-0509-1672			Effect of yarn cross-sectional shape on resin flow through inter-yarn gaps in textile reinforcements								COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING				104				139	150		10.1016/j.compositesa.2017.10.020					JAN 2018	2018										1	0	0	0	0	1			1359-835X	1878-5840		WOS:000418966900014		
J	Lancia, M.; Saroli, M.; Petitta, M.					PETITTA, Marco/0000-0003-1137-6137			A Double Scale Methodology to Investigate Flow in Karst Fractured Media via Numerical Analysis: The Cassino Plain Case Study (Central Apennine, Italy)								GEOFLUIDS										UNSP 2937105	10.1155/2018/2937105					2018	2018										0	0	0	0	0	0			1468-8115	1468-8123		WOS:000423663600001		
J	Elsrrawi, Fariha; Hattori, Harumi								Existence of Global Solutions for Nonlinear Magnetohydrodynamics with Finite Larmor Radius Corrections								INTERNATIONAL JOURNAL OF DIFFERENTIAL EQUATIONS										9867215	10.1155/2018/9867215					2018	2018										0	0	0	0	0	0			1687-9643	1687-9651		WOS:000424911700001		
J	[Anonymous]								12th International Spring Seminar on Nuclear Physics: Current Problems and Prospects for Nuclear Structure								Journal of Physics: Conference Series				966												2018	2018						12th International Spring Seminar on Nuclear Physics: Current Problems and Prospects for Nuclear Structure12th International Spring Seminar on Nuclear Physics: Current Problems and Prospects for Nuclear Structure	15-19 May 201715-19 May 2017		Sant'Angelo d'Ischia, ItalySant'Angelo d'Ischia, Italy	0	0	0	0	0	0			1742-6596			INSPEC:17680597		
J	Kolesnichenko, A. V.								TO DESCRIPTION OF MOTION OF RAREFIED MAGNETOSPHERIC PLASMA IN A STRONG MAGNETIC FIELD								MATHEMATICA MONTISNIGRI				41				131	150							2018	2018										0	0	0	0	0	0			0354-2238			WOS:000430240100010		
J	Mielke, Alexander; Rossi, Riccarda; Savare, Giuseppe					Savare, Giuseppe/0000-0002-0104-4158; Mielke, Alexander/0000-0002-4583-3888			Global Existence Results for Viscoplasticity at Finite Strain								ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS				227	1			423	475		10.1007/s00205-017-1164-6					JAN 2018	2018										0	0	0	0	0	0			0003-9527	1432-0673		WOS:000419121700010		
B	Shengze Cai; Memin, E.; Derian, P.; Chao Xu						Pelillo, M.; Hancock, E.		Location Uncertainty Principle: Toward the Definition of Parameter-Free Motion Estimators								Energy Minimization Methods in Computer Vision and Pattern Recognition. 11th International Conference, EMMCVPR 2017. Revised Selected Papers: LNCS 10746								155	71		10.1007/978-3-319-78199-0_11					2018	2018						Energy Minimization Methods in Computer Vision and Pattern Recognition. 11th International Conference, EMMCVPR 2017Energy Minimization Methods in Computer Vision and Pattern Recognition. 11th International Conference, EMMCVPR 2017	30 Oct.-1 Nov. 201730 Oct.-1 Nov. 2017		Venice, ItalyVenice, Italy	0	0	0	0	0	0					978-3-319-78198-3	INSPEC:17660604		
J	Song, Yuyang; Gandhi, Umesh; Koziel, Adam; Vallury, Srikar; Yang, Anthony								Effect of the initial fiber alignment on the mechanical properties for GMT composite materials								JOURNAL OF THERMOPLASTIC COMPOSITE MATERIALS				31	1			91	109		10.1177/0892705716681400					JAN 2018	2018										0	0	0	0	0	0			0892-7057	1530-7980		WOS:000418835700007		
J	Vallefuoco, Donato; Naso, Aurore; Godeferd, Fabien S.								Small-scale anisotropy induced by spectral forcing and by rotation in non-helical and helical turbulence								JOURNAL OF TURBULENCE				19	2			107	140		10.1080/14685248.2017.1400667					2018	2018										0	0	0	0	0	0			1468-5248			WOS:000425780300001		
J	Jeong, Bong Jae; Kang, Minsoo; 정용규								A Study on the Facial Expression Recognition using Deep Learning Technique								The International Journal of Advanced Culture Technology				6	1			60	67		10.17703/IJACT.2018.6.1.60					2018	2018										0	0	0	0	0	0			2288-7202			KJD:ART002329471		
B	Mendygarin, Yertay; Rojas-Solorzano, Luis R.; Kussaiyn, Nurassyl; Supiyev, Rakhim; Zhussupbekov, Mansur			ASME					EULERIAN-EULERIAN MULTIPHASE MODELING OF BLOOD CELLS SEGREGATION IN FLOW THROUGH MICROTUBES								PROCEEDINGS OF THE ASME INTERNATIONAL MECHANICAL ENGINEERING CONGRESS AND EXPOSITION, 2017, VOL 3										UNSP V003T04A020-1						2018	2018						ASME International Mechanical Engineering Congress and ExpositionASME International Mechanical Engineering Congress and Exposition	NOV 03-09, 2017NOV 03-09, 2017	ASMEASME	Tampa, FLTampa, FL	0	0	0	0	0	0					978-0-7918-5836-3	WOS:000428481100020		
J	Huang, Xianbei; Li, Yaojun; Liu, Zhuqing; Yang, Wei								Numerical investigation of flow features in the vaneless region of a centrifugal pump by large eddy simulation								ENGINEERING COMPUTATIONS				35	1			395	410		10.1108/EC-09-2016-0328					2018	2018										0	0	0	0	0	0			0264-4401	1758-7077		WOS:000428168600022		
J	Zhang Zhenjie; Li Jiansheng; Zhao Mandan; Zhang Xiaodong							张振杰; 李建胜; 赵漫丹; 张小东	Camera pose estimation based on three-view geometry constraint			基于三视图几何约束的摄像机相对位姿估计				浙江大学学报. 工学版	Journal of Zhejiang University. Engineering Science				52	1			151	159	1008-973X(2018)52:1<151:JYSSTJ>2.0.TX;2-5						2018	2018										0	0	0	0	0	0			1008-973X			CSCD:6154250		
J	Granin, Nikolay G.; Radziminovich, Natalia A.; De Batist, Marc; Makarov, Mikhail M.; Chechelnitcky, Vladimir V.; Blinov, Vadim V.; Aslamov, Ilya A.; Gnatovsky, Ruslan Yu; Poort, Jeffry; Psakhie, Sergei G.				De Batist, Marc/F-5722-2012; Makarov, Mikhail/J-4851-2018; Psakhie, Sergey/F-1469-2014; Granin, Nikolay/J-4801-2018	De Batist, Marc/0000-0002-1625-2080; Makarov, Mikhail/0000-0002-1758-4458; 			Lake Baikal's response to remote earthquakes: Lake-level fluctuations and near-bottom water layer temperature change								MARINE AND PETROLEUM GEOLOGY				89				604	614		10.1016/j.marpetgeo.2017.10.024					JAN 2018	2018										0	0	0	0	0	0			0264-8172	1873-4073		WOS:000418971300007		
J	Suroglu, Gulden Altay								A modified Fermi-Walker derivative for inextensible flows of binormal spherical image								OPEN PHYSICS				16	1			14	20		10.1515/phys-2018-0003					JAN 2018	2018										0	0	0	0	0	0			2391-5471			WOS:000428760100003		
J	Benesova, Barbora; Forster, Johannes; Liu, Chun; Schloemerkemper, Anja								EXISTENCE OF WEAK SOLUTIONS TO AN EVOLUTIONARY MODEL FOR MAGNETOELASTICITY								SIAM JOURNAL ON MATHEMATICAL ANALYSIS				50	1			1200	1236		10.1137/17M1111486					2018	2018										0	0	0	0	0	0			0036-1410	1095-7154		WOS:000426630900038		
J	Hollands, Stefan								Action principle for OPE								NUCLEAR PHYSICS B				926				614	638		10.1016/j.nuclphysb.2017.11.013					JAN 2018	2018										2	0	0	0	0	2			0550-3213	1873-1562		WOS:000425919400029		
J	Cai, Shengze; Memin, Etienne; Derian, Pierre; Xu, Chao								Motion estimation under location uncertainty for turbulent fluid flows								EXPERIMENTS IN FLUIDS				59	1					8	10.1007/s00348-017-2458-z					JAN 2018	2018										0	0	0	0	0	0			0723-4864	1432-1114		WOS:000424284900005		
J	Elsas, Jose Hugo; Szalay, Alexander S.; Meneveau, Charles								Geometry and scaling laws of excursion and iso-sets of enstrophy and dissipation in isotropic turbulence								JOURNAL OF TURBULENCE				19	4			297	321		10.1080/14685248.2018.1424995					2018	2018										0	0	0	0	0	0			1468-5248			WOS:000427895200003		
J	Qin, Tong; Shu, Chi-Wang								IMPLICIT POSITIVITY-PRESERVING HIGH-ORDER DISCONTINUOUS GALERKIN METHODS FOR CONSERVATION LAWS								SIAM JOURNAL ON SCIENTIFIC COMPUTING				40	1			A81	A107		10.1137/17M112436X					2018	2018										0	0	0	0	0	0			1064-8275	1095-7197		WOS:000426743500004		
J	Hespel, Adrien-Maxence; Cole, Robert C.					Hespel, Adrien-Maxence/0000-0002-9060-2309			Advances in High-Field MRI								VETERINARY CLINICS OF NORTH AMERICA-SMALL ANIMAL PRACTICE				48	1			11	+		10.1016/j.cvsm.2017.08.002					JAN 2018	2018										0	0	0	0	0	0			0195-5616	1878-1306		WOS:000418730500004	28967443	
B	Schwarz, A.; Nisters, C.; Averweg, S.; Schroder, J.						Lirkov, I.; Margenov, S.		Stress-Velocity Mixed Least-Squares FEMs for the Time-Dependent Incompressible Navier-Stokes Equations								Large-Scale Scientific Computing. 11th International Conference, LSSC 2017. Revised Selected Papers: LNCS 10665								137	44		10.1007/978-3-319-73441-5_14					2018	2018						Large-Scale Scientific Computing. 11th International Conference, LSSC 2017Large-Scale Scientific Computing. 11th International Conference, LSSC 2017	5-9 June 20175-9 June 2017		Sozopol, BulgariaSozopol, Bulgaria	0	0	0	0	0	0					978-3-319-73440-8	INSPEC:17567432		
J	Wu, Xu; Yang, Yan; Liu, Zeyuan								Theoretical analysis and simulation of single-winding bearingless switched reluctance generator with wider rotor teeth								INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS				56	3			387	398		10.3233/JAE-170045					2018	2018										0	0	0	0	0	0			1383-5416	1875-8800		WOS:000426756900004		
J	Herrmann, Heiko; Beddig, Miriam								Tensor series expansion of a spherical function for the use in constitutive theory of materials containing orientable particles								PROCEEDINGS OF THE ESTONIAN ACADEMY OF SCIENCES				67	1			73	92		10.3176/proc.2018.1.04					2018	2018										0	0	0	0	0	0			1736-6046	1736-7530		WOS:000426595500008		
B	Yifeng Tian; Jaberi, F.A.; Livescu, D.								Density Effects on the Flow Structure in Multi-fluid Shock-turbulence Interaction								2018 AIAA Aerospace Sciences Meeting								15 pp.	15 pp.							2018	2018						2018 AIAA Aerospace Sciences Meeting2018 AIAA Aerospace Sciences Meeting	8-12 Jan. 20188-12 Jan. 2018		Kissimmee, FL, USAKissimmee, FL, USA	0	0	0	0	0	0					978-1-62410-524-1	INSPEC:17549599		
J	Arhant, M.; Meek, N.; Penumadu, D.; Davies, P.; Garg, N.				davies, peter/C-6524-2011	davies, peter/0000-0002-0884-748X			Residual Strains using Integrated Continuous Fiber Optic Sensing in Thermoplastic Composites and Structural Health Monitoring								EXPERIMENTAL MECHANICS				58	1			167	176		10.1007/s11340-017-0339-2					JAN 2018	2018										0	0	0	0	0	0			0014-4851	1741-2765		WOS:000418799700013		
B	Haywood, J.S.; Sescu, A.; Bhushan, S.; Foster, J.; Farthing, M.								Towards a More Realistic Triple Hill's Vortex Synthetic Eddy Method for LES of Wall-Bounded Flows								2018 AIAA Aerospace Sciences Meeting								17 pp.	17 pp.							2018	2018						2018 AIAA Aerospace Sciences Meeting2018 AIAA Aerospace Sciences Meeting	8-12 Jan. 20188-12 Jan. 2018		Kissimmee, FL, USAKissimmee, FL, USA	0	0	0	0	0	0					978-1-62410-524-1	INSPEC:17532415		
B	Liewen, T.; Fugger, C.; Naibo Jiang; Felver, J.; Slipchenko, M.; Roy, S.; Smith, T.; Lim, J.; Sirignano, M.; Emerson, B.; Gord, J.; Halls, B.; Gord, J.								Complete Determination of the Velocity Gradient Tensor Upstream of the Flame Front with High-speed TomoPIV/Dual-plane-PIV/OH-PLIF Measurements								2018 AIAA Aerospace Sciences Meeting								9 pp.	9 pp.							2018	2018						2018 AIAA Aerospace Sciences Meeting2018 AIAA Aerospace Sciences Meeting	8-12 Jan. 20188-12 Jan. 2018		Kissimmee, FL, USAKissimmee, FL, USA	0	0	0	0	0	0					978-1-62410-524-1	INSPEC:17532176		
B	Mokhtarpoor, R.; Stoellinger, M.								Realizable dynamic hybrid LES model developments								2018 AIAA Aerospace Sciences Meeting								12 pp.	12 pp.							2018	2018						2018 AIAA Aerospace Sciences Meeting2018 AIAA Aerospace Sciences Meeting	8-12 Jan. 20188-12 Jan. 2018		Kissimmee, FL, USAKissimmee, FL, USA	0	0	0	0	0	0					978-1-62410-524-1	INSPEC:17532242		
J	Taneja, Ankur; Higdon, Jonathan								A fully-coupled discontinuous Galerkin spectral element method for two-phase flow in petroleum reservoirs								JOURNAL OF COMPUTATIONAL PHYSICS				352				341	372		10.1016/j.jcp.2017.09.059					JAN 1 2018	2018										0	0	0	0	0	0			0021-9991	1090-2716		WOS:000415305600016		
B	Ekelschot, D.; Ceze, M.; Garai, A.; Murman, S.								Robust metric-aligned quad-dominant meshing using Lp centroidal Voronoi tessellation								2018 AIAA Aerospace Sciences Meeting								1	22							2018	2018						2018 AIAA Aerospace Sciences Meeting2018 AIAA Aerospace Sciences Meeting	8-12 Jan. 20188-12 Jan. 2018		Kissimmee, FL, USAKissimmee, FL, USA	0	0	0	0	0	0					978-1-62410-524-1	INSPEC:17514420		
B	Gallagher, T.P.; Menon, S.								Topological analysis of premixed and stratified V-flames								2018 AIAA Aerospace Sciences Meeting								1	12							2018	2018						2018 AIAA Aerospace Sciences Meeting2018 AIAA Aerospace Sciences Meeting	8-12 Jan. 20188-12 Jan. 2018		Kissimmee, FL, USAKissimmee, FL, USA	0	0	0	0	0	0					978-1-62410-524-1	INSPEC:17514351		
S	Durbin, Paul A.						Davis, SH; Moin, P		Some Recent Developments in Turbulence Closure Modeling								ANNUAL REVIEW OF FLUID MECHANICS, VOL 50		Annual Review of Fluid Mechanics		50				77	103		10.1146/annurev-fluid-122316-045020					2018	2018										1	0	0	0	0	1			0066-4189		978-0-8243-0750-9	WOS:000424830800005		
J	Pagan, Darren C.; Bernier, Joel V.; Dale, Darren; Ko, J. Y. Peter; Turner, Todd J.; Blank, Basil; Shade, Paul A.				Shade, Paul/H-6459-2011	Pagan, Darren/0000-0001-8638-6546			Measuring Ti-7Al slip system strengths at elevated temperature using high-energy X-ray diffraction								SCRIPTA MATERIALIA				142				96	100		10.1016/j.scriptamat.2017.08.029					JAN 1 2018	2018										1	0	0	0	0	1			1359-6462			WOS:000413281100022		
J	Kang, Sangmo								Dielectrophoretic Motions of a Single Particle in the Vicinity of a Planar Wall Under a Uniform Electric Field Perpendicular to the Wall Surface			평면 벽 근처에 있는 단일 입자가 벽면과 수직으로 인가된 균일 전기장 하에서 겪는 유전영동 운동					Transactions of the KSME, B	대한기계학회논문집 B			42	2			117	128							2018	2018										0	0	0	0	0	0			1226-4881			KJD:ART002314078		
J	Ageev, A. I.; Golubkina, I. V.; Osiptsov, A. N.								Application of boundary element method to Stokes flows over a striped superhydrophobic surface with trapped gas bubbles								PHYSICS OF FLUIDS				30	1					012102	10.1063/1.5009631					JAN 2018	2018										0	0	0	0	0	0			1070-6631	1089-7666		WOS:000424017600009		
J	Eu, Byung Chan								Normal stress effects on Knudsen flow								PHYSICS OF FLUIDS				30	1					013103	10.1063/1.5010610					JAN 2018	2018										0	0	0	0	0	0			1070-6631	1089-7666		WOS:000424017600024		
J	Kumari, Komal; Mahapatra, Susila; Ghosh, Somnath; Mathew, Joseph								Invariants of velocity gradient tensor in supersonic turbulent pipe, nozzle, and diffuser flows								PHYSICS OF FLUIDS				30	1					015104	10.1063/1.5004468					JAN 2018	2018										0	0	0	0	0	0			1070-6631	1089-7666		WOS:000424017600043		
J	McCorquodale, Mark W.; Munro, R. J.				Munro, Rick/B-8376-2011	McCorquodale, Mark/0000-0002-2996-663X			Analysis of intercomponent energy transfer in the interaction of oscillating-grid turbulence with an impermeable boundary								PHYSICS OF FLUIDS				30	1					015105	10.1063/1.5007020					JAN 2018	2018										0	0	0	0	0	0			1070-6631	1089-7666		WOS:000424017600044		
J	Sauppe, J. P.; Daughton, W.					Sauppe, Joshua/0000-0002-1507-1595			Kinetic-scale flux rope reconnection in periodic and line-tied geometries								PHYSICS OF PLASMAS				25	1					012901	10.1063/1.5007860					JAN 2018	2018										0	0	0	0	0	0			1070-664X	1089-7674		WOS:000424021700092		
J	Marks, Daniel L.; Blackmon, Richard L.; Oldenburg, Amy L.								Diffusion tensor optical coherence tomography								PHYSICS IN MEDICINE AND BIOLOGY				63	2					025007	10.1088/1361-6560/aa9cfe					JAN 2018	2018										0	0	0	0	0	0			0031-9155	1361-6560		WOS:000419796600007	29176039	
J	Hu, Qi; Li, Xifeng; Chen, Jun								On the calculation of plastic strain by simple method under non-associated flow rule								EUROPEAN JOURNAL OF MECHANICS A-SOLIDS				67				45	57		10.1016/j.euromechsol.2017.08.017					JAN-FEB 2018	2018										0	0	0	0	0	0			0997-7538	1873-7285		WOS:000418967700004		
J	Droniou, Jerome; Talbot, Kyle S.					Talbot, Kyle/0000-0002-9083-6156			Analysis of miscible displacement through porous media with vanishing molecular diffusion and singular wells								ANNALES DE L INSTITUT HENRI POINCARE-ANALYSE NON LINEAIRE				35	1			1	25		10.1016/j.anihpc.2017.02.002					JAN-FEB 2018	2018										1	0	0	0	0	1			0294-1449	1873-1430		WOS:000423009400001		
J	Heida, Martin; Schweizer, Ben								STOCHASTIC HOMOGENIZATION OF PLASTICITY EQUATIONS								ESAIM-CONTROL OPTIMISATION AND CALCULUS OF VARIATIONS				24	1			153	176		10.1051/cocv/2017015					JAN-MAR 2018	2018										0	0	0	0	0	0			1292-8119	1262-3377		WOS:000423241600008		
J	Dapra, Irene; Scarpi, Giambattista								Analytical solution for axial flow of a Giesekus fluid in concentric annuli								JOURNAL OF NON-NEWTONIAN FLUID MECHANICS				251				10	16		10.1016/j.jnnfm.2017.11.003					JAN 2018	2018										0	0	0	0	0	0			0377-0257	1873-2631		WOS:000423003600002		
J	Xu, Jie; Zhang, Pingwen								Onsager-theory-based dynamic model for nematic phases of bent-core molecules and star molecules								JOURNAL OF NON-NEWTONIAN FLUID MECHANICS				251				43	55		10.1016/j.jnnfm.2017.11.005					JAN 2018	2018										0	0	0	0	0	0			0377-0257	1873-2631		WOS:000423003600005		
J	Dutta, Sarit; Graham, Michael D.								Mechanistic constitutive model for wormlike micelle solutions with flow-induced structure formation								JOURNAL OF NON-NEWTONIAN FLUID MECHANICS				251				97	106		10.1016/j.jnnfm.2017.12.001					JAN 2018	2018										0	0	0	0	0	0			0377-0257	1873-2631		WOS:000423003600009		
J	Brendle, Simon								Ricci flow with surgery in higher dimensions								ANNALS OF MATHEMATICS				187	1			263	299		10.4007/annals.2018.187.1.6					JAN 2018	2018										0	0	0	0	0	0			0003-486X	1939-8980		WOS:000422616700006		
J	Tseng, Huan-Chang; Chang, Rong-Yeu; Hsu, Chia-Hsiang								The use of principal spatial tensor to predict anisotropic fiber orientation in concentrated fiber suspensions								JOURNAL OF RHEOLOGY				62	1			313	320		10.1122/1.4998520					JAN 2018	2018										0	0	0	0	0	0			0148-6055			WOS:000419395900023		
J	Ghosh, Amalendu; Patra, Dhriti Sundar								THE k-ALMOST RICCI SOLITONS AND CONTACT GEOMETRY								JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY				55	1			161	174		10.4134/JKMS.j170103					2018	2018										0	0	0	0	0	0			0304-9914	2234-3008		WOS:000418803400011		
J	Varchanis, S.; Dimakopoulos, Y.; Tsamopoulos, J.					Dimakopoulos, Yannis/0000-0002-8671-0657			Evaluation of tube models for linear entangled polymers in simple and complex flows								JOURNAL OF RHEOLOGY				62	1			25	47		10.1122/1.5009197					JAN 2018	2018										1	0	0	0	0	1			0148-6055			WOS:000419395900003		
J	Mead, D. W.; Monjezi, S.; Park, J.					Monjezi, Saman/0000-0003-0232-9523			A constitutive model for entangled polydisperse linear flexible polymers with entanglement dynamics and a configuration dependent friction coefficient. Part I: Model derivation								JOURNAL OF RHEOLOGY				62	1			121	134		10.1122/1.5009186					JAN 2018	2018										0	0	0	0	0	0			0148-6055			WOS:000419395900009		
J	Patel, M. J.; Blackburn, S.; Wilson, D. I.					Wilson, D Ian/0000-0003-3950-9165			Modelling of pastes as viscous soils - Lubricated squeeze flow								POWDER TECHNOLOGY				323				250	268		10.1016/j.powtec.2017.09.052					JAN 2018	2018										0	0	0	0	0	0			0032-5910	1873-328X		WOS:000418975400027		
J	Tsang, Chin-Fu; Figueiredo, Bruno; Niemi, Auli								Importance of stress effects on inputs to fracture network models used for subsurface flow and transport studies								INTERNATIONAL JOURNAL OF ROCK MECHANICS AND MINING SCIENCES				101				13	17		10.1016/j.ijrmms.2017.11.012					JAN 2018	2018										0	0	0	0	0	0			1365-1609	1873-4545		WOS:000418717200002		
J	den Boer, Lennert D.; Sayers, Colin M.								Constructing a discrete fracture network constrained by seismic inversion data								GEOPHYSICAL PROSPECTING				66	1			124	140		10.1111/1365-2478.12527					JAN 2018	2018										0	0	0	0	0	0			0016-8025	1365-2478		WOS:000418349700009		
J	Yildiran, I. N.; Temizer, I.; Cetin, B.				Temizer, Ilker/G-1485-2010	Temizer, Ilker/0000-0003-3043-7521			Homogenization in Hydrodynamic Lubrication: Microscopic Regimes and Re-Entrant Textures								JOURNAL OF TRIBOLOGY-TRANSACTIONS OF THE ASME				140	1					011701	10.1115/1.4036770					JAN 2018	2018										1	0	0	0	0	1			0742-4787	1528-8897		WOS:000415376300022		
J	Contopoulos, I.; Nathanail, A.; Sadowski, A.; Kazanas, D.; Narayan, R.					Narayan, Ramesh/0000-0002-1919-2730			Numerical simulations of the Cosmic Battery in accretion flows around astrophysical black holes								MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY				473	1			721	727		10.1093/mnras/stx2249					JAN 2018	2018										1	0	0	0	0	1			0035-8711	1365-2966		WOS:000415653600056		
J	Zenitani, Seiji				Zenitani, Seiji/D-7988-2013	Zenitani, Seiji/0000-0002-0945-1815			Dissipation in relativistic pair-plasma reconnection: revisited								PLASMA PHYSICS AND CONTROLLED FUSION				60	1					014028	10.1088/1361-6587/aa8f17					JAN 2018	2018										0	0	0	0	0	0			0741-3335	1361-6587		WOS:000414369200001		
J	Hou, Xiaofeng; Peng, Hongyun; Zhu, Changjiang								Global classical solutions to the 3D Navier-Stokes-Korteweg equations with small initial energy								ANALYSIS AND APPLICATIONS				16	1			55	84		10.1142/S0219530516500123					JAN 2018	2018										1	0	0	0	0	1			0219-5305	1793-6861		WOS:000413776200002		
J	Fang, L.; Wang, S. L.; Hong, J. Y.								Analytical expressions of the deformation limit of fluid particles								PHYSICS LETTERS A				381	48			3996	4004		10.1016/j.physleta.2017.10.032					DEC 28 2017	2017										1	0	0	0	0	1			0375-9601	1873-2429		WOS:000416185200006		
J	Cardall, Christian Y.					Cardall, Christian/0000-0002-0086-105X			Relativistic analogue of the Newtonian fluid energy equation with nucleosynthesis								PHYSICAL REVIEW D				96	12					123014	10.1103/PhysRevD.96.123014					DEC 28 2017	2017										0	0	0	0	0	0			2470-0010	2470-0029		WOS:000418918800002		
J	Liu, Yizhuang; Zahed, Ismail								Viscous corrections to electromagnetic emissivities in QCD								PHYSICAL REVIEW D				96	11					116021	10.1103/PhysRevD.96.116021					DEC 28 2017	2017										0	0	0	0	0	0			2470-0010	2470-0029		WOS:000418917900009		
P	LIN Z C; ZHONG Z; YU F								Dimension-adjustment based tucker decomposition depth network compressing method, involves acquiring weight tensor of original network, and repeating process until network converges to loss function value to achieve network compression					CN107516129-A	UNIV PEKING																																		0						DIIDW:201800824L		
P	LI M; PENG L; WANG L; ZHAN M; ZHANG J								Anisotropic data compression method based on tensor approximation, involves calculating factor matrix and core tensor of block and reconstructing data compression according to factor matrix and core tensor					CN107515843-A	UNIV ELECTRONIC SCI & TECHNOLOGY; SICHUAN BROCOM TECHNOLOGY CO LTD																																		0						DIIDW:201801513M		
J	Saha, Saikat; Alam, Meheboob					Alam, Meheboob/0000-0002-8900-5224			Revisiting ignited-quenched transition and the non-Newtonian rheology of a sheared dilute gas-solid suspension								JOURNAL OF FLUID MECHANICS				833				206	246		10.1017/jfm.2017.722					DEC 25 2017	2017										0	0	0	0	0	0			0022-1120	1469-7645		WOS:000414400200001		
P	LI Q; JIANG L								Supervised media information tensor learning method, involves obtaining training sample set based on media information for processing parameters of hyper-plane function, and predicting stock fluctuation based on hyper-plane function					CN107506848-A	UNIV SOUTHWESTERN FINANCE & ECONOMICS																																		0						DIIDW:201789331N		
P	LU C; CHEN W; PENG L; HU G								High-order tensor approximation based multi-attribute data compression method, involves recovering block data as approximate volume data, and performing fusion and drawing of each attribute volume to finish multi-attribute data compression					CN107507253-A	UNIV ELECTRONIC SCI & TECHNOLOGY																																		0						DIIDW:201789322T		
J	Kitazawa, Masakiyo; Iritani, Takumi; Asakawa, Masayuki; Hatsuda, Tetsuo								Correlations of the energy-momentum tensor via gradient flow in SU(3) Yang-Mills theory at finite temperature								PHYSICAL REVIEW D				96	11					111502	10.1103/PhysRevD.96.111502					DEC 22 2017	2017										0	0	0	0	0	0			2470-0010	2470-0029		WOS:000418617700001		
J	Dimitriadis, Stavros I.; Drakesmith, Mark; Bells, Sonya; Parker, Greg D.; Linden, David E.; Jones, Derek K.								Improving the Reliability of Network Metrics in Structural Brain Networks by Integrating Different Network Weighting Strategies in to a Single Graph								FRONTIERS IN NEUROSCIENCE				11						694	10.3389/fnins.2017.00694					DEC 19 2017	2017										1	0	0	0	0	1			1662-453X			WOS:000418299600001	29311775	
J	Beka, Thomas I.; Bergh, Steffen G.; Smirnov, Maxim; Birkelund, Yngve				Birkelund, Yngve/G-5358-2016				Magnetotelluric signatures of the complex tertiary fold-thrust belt and extensional fault architecture beneath Broggerhalvoya, Svalbard								POLAR RESEARCH				36						1409586	10.1080/17518369.2017.1409586					DEC 18 2017	2017										0	0	0	0	0	0			0800-0395	1751-8369		WOS:000418996100001		
P	CHENG J; HE X; HU Q								Method for realizing convolutional neural network quantization and compression by processing device, involves performing initial point quantization process, and establishing target quantized and compressed convolutional neural network					CN107480770-A	CHINESE ACAD SCI AUTOMATION INST																																		0						DIIDW:201788247B		
J	Okaze, T.; Mochida, A.								Cholesky decomposition-based generation of artificial inflow turbulence including scalar fluctuation								COMPUTERS & FLUIDS				159				23	32		10.1016/j.compfluid.2017.09.005					DEC 15 2017	2017										1	0	0	0	0	1			0045-7930	1879-0747		WOS:000417658600003		
P	MATSUBAYASHI T; KOJIMA M; FUJISAWA K								Apparatus for predicting flow volume changes with influences of condition of presence or absence of events, in a general traffic flow, has non-negative tensor factorization that is performed with respect to the temporal and spatial tensor					JP2017220000-A	NIPPON TELEGRAPH & TELEPHONE CORP; UNIV KYUSHU																																		0						DIIDW:2017852176		
J	Pelloni, S.; Provasi, P. F.; Pagola, G. I.; Ferraro, M. B.; Lazzeretti, P.								Electric Dipole-Magnetic Dipole Polarizability and Anapole Magnetizability of Hydrogen Peroxide as Functions of the HOOH Dihedral Angle								JOURNAL OF PHYSICAL CHEMISTRY A				121	48			9369	9376		10.1021/acs.jpca.7b09104					DEC 7 2017	2017										1	0	0	0	0	1			1089-5639			WOS:000417672000019	29131953	
