Adaptive background mixture models for real-time tracking,"C. Stauffer, W. E. L. Grimson, ",1999,2376,Towards printing as an electronics manufacturing method: Micro-scale chiplet position control,Moving target detection based on integration of saliency in time and frequency domains,Vehicle speed detection from camera stream using image processing methods,Exploiting color spaces for the task of foreground detection,Sea ice tracking with a Spatially Indexed Labeled Multi-Bernoulli filter,Video object segmentation using background model based on pixel time series clustering,Human motion description and recognition under arbitrary motion direction,Vehicle speed estimation with the use of gradient-based image conversion into binary form,A Novel Thresholding Approach to Background Subtraction,Background Subtraction for Temporally Irregular Dynamic Textures,Tracking and Segmentation of Highway Vehicles in Cluttered and Crowded Scenes,Robust segmentation of freight containers in train monitoring videos,Moving object detection with background model based on spatio-temporal texture,Large-scale vehicle detection in challenging urban surveillance environments,Detection of static objects for the task of video surveillance,Real-time illumination-invariant motion detection in spatio-temporal image volumes,Real time moving vehicle detection and reconstruction for improving classification,A Bayesian non-parametric viewpoint to visual tracking,Spatial-temporal structural and dynamics features for Video Fire Detection,Improving background subtraction using Local Binary Similarity Patterns,Adaptive Local Movement Modelling for Object Tracking,A Self-Adjusting Approach to Change Detection Based on Background Word Consensus,Co-operative Pedestrians Group Tracking in Crowded Scenes Using an MST Approach,Fast Approximate Matching of Videos from Hand-Held Cameras for Robust Background Subtraction,The Information in Temporal Histograms,A survey on moving object detection for wide area motion imagery,Think big solve small: Scaling up robust PCA with coupled dictionaries,Generating reliable video annotations by exploiting the crowd,Gaussian Mixture Models for Temporal Depth Fusion,Scene-independent feature- and classifier-based vehicle headlight and shadow removal in video sequences
Adaptive noise cancelling: Principles and applications,"B. Widrow, J. R. Glover, J. M. McCool, J. Kaunitz, C. S. Williams, R. H. Hearn, J. R. Zeidler, Jr. Eugene Dong, R. C. Goodlin, ",1975,2216,Lightweight wrist photoplethysmography for heavy exercise: motion robust heart rate monitoring algorithm,Stability analysis and performance evaluation of a single-phase phase-locked loop algorithm using a non-autonomous adaptive filter,Performance improvement of a three-phase phase-locked-loop algorithm under utility voltage disturbances using non-autonomous adaptive filters,Robust frequency estimation in three-phase power systems using correntropy-based adaptive filter,Eye interference reduction in electroencephalogram recordings using a radial basic function,Comments with reply on Adaptive filtering of evoked potentials by N.V. Thakor,Minimal repetition evoked potentials by modified adaptive line enhancement,On detecting the presence of fetal R-wave using the moving averaged magnitude difference algorithm,Adaptive filter for event-related bioelectric signals using an impulse correlated reference input: comparison with signal averaging techniques,Spectral analysis of episodic rhythmic variations in the cutaneous electrogastrogram,Orthonormal (Fourier and Walsh) models of time-varying evoked potentials in neurological injury,Noninvasive acoustical detection of coronary artery disease: a comparative study of signal processing methods,Adaptive cancellation of muscle contraction interference in vibroarthrographic signals,Estimation of single sweep steady-state visual evoked potentials by adaptive line enhancement,Event-synchronous cancellation of the heart interference in biomedical signals,Adaptive digital notch filter design on the unit circle for the removal of powerline noise from biomedical signals,Time-varying adaptive filters for evoked potential estimation,Autoregressive spectral estimation of fetal breathing movement,Reduction of motion artifacts using a two-frequency impedance plethysmograph and adaptive filtering,A comparison of adaptive and nonadaptive filters for reduction of power line interference in the ECG,Adaptive noise removal from biomedical signals using warped polynomials,Multichannel adaptive enhancement of the electrogastrogram,Fetal ECG extraction from single-channel maternal ECG using singular value decomposition,Identification and elimination of cardiac contribution in single-trial magnetoencephalographic signals,Adaptive reduction of heart sounds from lung sounds using fourth-order statistics,A fuzzy clustering approach to EP estimation,Multireference adaptive noise canceling applied to the EEG,Application of adaptive signal processing for determining the limits of P and T waves in an ECG,Nonlinear adaptive noise compensation in electrogastrograms recorded from healthy dogs,A new method for the extraction of fetal ECG from the composite abdominal signal
Video Google: a text retrieval approach to object matching in videos,"J. Sivic, A. Zisserman, ",2003,2185,Scene Cut: Class-Specific Object Detection and Segmentation in 3D Scenes,Visual Words for 3D Reconstruction and Pose Computation,Matching Features Correctly through Semantic Understanding,Placeless Place-Recognition,Match Box: Indoor Image Matching via Box-Like Scene Estimation,Robust Topological Navigation via Convolutional Neural Network Feature and Sharpness Measure,A Novel Visual-Vocabulary-Translator-Based Cross-Domain Image Matching,Exploiting Convolutional Neural Networks With Deeply Local Description for Remote Sensing Image Classification,Effective image representation based on bi-layer visual codebook,Region-Based Near-Duplicate Image Retrieval with Geometric Consistency,Bag-of-Visual-Phrases via Local Contexts,Analysis of Verification Methods for Indoor Image Matching,Bag-of-Words Against Nearest-Neighbor Search for Visual Object Retrieval,Image Retrieval with Fisher Vectors of Binary Features,Exploiting Repetitive Patterns for Fast Succinct Map Matching,Video-based object recognition with weakly supervised object localization,Local feature reliability measure using multiview synthetic images for mobile visual search,Fine-grain annotation of cricket videos,Efficient graph spanning structures for large database image retrieval,Mobile visual search using image and text features,Residual Enhanced Visual Vectors for on-device image matching,Efficient re-ranking in vocabulary tree based image retrieval,Regional features with adaptable global mappings for recognition systems,Second order model deviations of local Gabor features for texture classification,Graph-based classification of healthcare provider activity,Mobile robot localization using place recognition in outdoor environments with similar scenes,A near-duplicate video retrieval method based on Zernike moments,Selective aggregated descriptors for robust mobile image retrieval,Simultaneous localization and mapping using adaptive appearance based loop-closing detection,Evaluation of local features for person re-identification in image sequences
Comparison of Photovoltaic Array Maximum Power Point Tracking Techniques,"Trishan Esram, Patrick L. Chapman, ",2007,2149,Numerical approach to estimate the maximum power point of a photovoltaic array,Improved voltage shift islanding detection method for multi-inverter grid-connected photovoltaic systems,Robust reactive power optimisation and voltage control method for active distribution networks via dual time-scale coordination,Integration of solar photovoltaic with battery to single-phase grid,A New grid synchronisation scheme for a three-phase PV system using self-tuning filtering approach,Coupled-inductor single-stage boost inverter for grid-connected photovoltaic system,Micro-scale inductorless maximum power point tracking DC-DC converter,Active and reactive power regulation in grid connected wind energy systems with permanent magnet synchronous generator and matrix converter,Interleaved non-isolated high step-up DC/DC converter based on the diode-capacitor multiplier,Impact of partial shading on the output power of PV systems under partial shading conditions,Maximum power point tracking architectures for photovoltaic systems in mismatching conditions: a review,Simple power electronic controller for photovoltaic fed grid-tied systems using line commutated inverter with fixed firing angle,Soft switching method for multiport DC/DC converters applicable in grid connected clean energy sources,Frequency-based power management for photovoltaic/battery/fuel cell-electrolyser stand-alone microgrid,Three-phase single-stage grid tied solar PV ECS using PLL-less fast CTF control technique,Estimation of maximum power point of a double diode model photovoltaic module,Analysis for step-size optimisation on MPPT algorithm for photovoltaic systems,Single-sensor maximum power point tracking algorithms,Electronic load interface for improving PV dual-converter system operational margin,Power control strategy for photovoltaic system based on the Newton quadratic interpolation,New maximum power point tracker for photovoltaic systems exposed to realistic operational conditions,Takagi–Sugeno fuzzy-based incremental conductance algorithm for maximum power point tracking of a photovoltaic generating system,Three-phase tri-state buck–boost integrated inverter for solar applications,Grid-connected photovoltaic power plants for helping node voltage regulation,Operational characteristics of hybrid-powered three-phase induction motor via synchronous and photovoltaic generators with MPPT utilised by synchronous generator automatic voltage regulator,Employing dual scaling mode for adaptive hill climbing method on buck converter,Artificial neural network-based photovoltaic maximum power point tracking techniques: a survey,Experimental evaluation of a partially shaded photovoltaic system with a fuzzy logic-based peak power tracking control strategy,Harmonic impact of high penetration photovoltaic system on unbalanced distribution networks – learning from an urban photovoltaic network,Improved performance low-cost incremental conductance PV MPPT technique
Pfinder: real-time tracking of the human body,"C. R. Wren, A. Azarbayejani, T. Darrell, A. P. Pentland, ",1997,2033,Video object segmentation using background model based on pixel time series clustering,Requirements for stereovision-based access control for physical spaces,Training for physical tasks in virtual environments: Tai Chi,The analysis of human motion and its application for visual surveillance,Multi-camera colour tracking,Robust person tracking in real scenarios with non-stationary background using a statistical computer vision approach,Frame-rate omnidirectional surveillance and tracking of camouflaged and occluded targets,A real-time system for monitoring of cyclists and pedestrians,Video surveillance of interactions,POSTRACK: a low cost real-time motion tracking system for VR application,Efficient occlusion handling for multiple agent tracking by reasoning with surveillance event primitives,Comparison of target detection algorithms using adaptive background models,Performance evaluation of a real time video surveillance system,Evaluation of object tracking for aircraft activity surveillance,Background initialization with a new robust statistical approach,Modeling background from compressed video,Evaluation of Motion Segmentation Quality for Aircraft Activity Surveillance,PETS Metrics: On-Line Performance Evaluation Service,Tracking Multiple Video Objects in Complex Scenes,3D Target Tracking Using Multiple Calibrated Cameras,Real-time visually guided human figure control using IK-based motion synthesis,A Novel Thresholding Approach to Background Subtraction,AirTouch: Interacting with computer systems at a distance,A nonintrusive system for behavioral analysis of children using multiple RGB+depth sensors,Generalized Sum of Gaussians for Real-Time Human Pose Tracking from a Single Depth Sensor,Scene-independent feature- and classifier-based vehicle headlight and shadow removal in video sequences,Research on Dynamic Vehicle Detection and Image Capture Based on Adaptive Background,Real Time People Tracking and Counting in Visual Surveillance,Moving Target Detection in Video Monitoring System,Moving Target Detection Based on Background Modeling by Multi-level Median Filter
A tutorial on visual servo control,"S. Hutchinson, G. D. Hager, P. I. Corke, ",1996,1921,Distributed adaptive image-based consensus of networked robotic manipulators without visual velocity measurements,Kernel-based sliding mode control for visual servoing system,Visual servoing and CAD-driven microassembly,Application of feature-based multi-view servoing for lamp filament alignment,Vision-based control for mining automation,Efficient region tracking with parametric models of geometry and illumination,Providing synthetic views for teleoperation using visual pose tracking in multiple cameras,Stable visual servoing of camera-in-hand robotic systems,Discrete-time robot visual feedback in 3D positioning tasks with depth adaptation,A neuro-fuzzy approach for robot system safety,Robust asymptotically stable visual servoing of planar robots,A modular system for robust positioning using feedback from stereo vision,Visually guided object grasping,Constrained optimal fitting of three-dimensional vector patterns,Adaptation of orienting behavior: from the barn owl to a robotic system,2 1/2 D visual servoing,On the use of linear camera-object interaction models in visual servoing,Regulation of manipulators in generic task space: an energy shaping plus damping injection approach,Computer vision assisted virtual reality calibration,End-effector position-orientation measurement,Binocular tracking: integrating perception and control,Multiple camera model-based 3-D visual servo,Visual servoing by partitioning degrees of freedom,Cue integration for visual servoing,Model-based tracking of complex articulated objects,Nonlinear controllability and stability analysis of adaptive image-based systems,A new partitioned approach to image-based visual servo control,A redundancy-based iterative approach for avoiding joint limits: application to visual servoing,Image-guided control of a robot for medical ultrasound,Sensor-based hybrid position/force control of a robot manipulator in an uncalibrated environment
Opportunistic beamforming using dumb antennas,"P. Viswanath, D. N. C. Tse, R. Laroia, ",2002,1791,Computationally efficient linear predictor for communication over doubly selective fast-fading channel,Discounted-rate utility maximization (DRUM): A framework for delay-sensitive fair resource allocation,Mobile Multigigabit Indoor Optical Wireless Systems Employing Multibeam Power Adaptation and Imaging Diversity Receivers,Scaling Laws of Multiple Antenna Group-Broadcast Channels,On near-far gain in multiuser diversity systems,Energy-efficient transmission scheduling for wireless media streaming with strict underflow constraints,Rate optimal limited feedback policies for the MIMO downlink,Opportunistic transmission in MU-MIMO downlink with reduced feedback and mode adaptation,A feasible high capacity wireless network architecture with MIMO precoding,Application of randomization techniques to space-time convolutional codes,An opportunistic IEEE 802.11 medium access control protocol,A novel limited feedback approach that control the feedback access,Multiuser scheduling with reduced channel state information feedback,Multiuser Downlink Beamforming with Limited Feedback,Queue-Square minimization with adaptive resource allocation in multicarrier CDMA systems,Mobile optical wireless systems employing beam angle and power adaptation with diversity receivers,Cross-layer design of dynamic resource allocation with diverse QoS guarantees for MIMO-OFDM wireless networks,Joint Network-wide Opportunistic Scheduling and Power Control in Multi-cell Networks,Research challenges in wireless networks: a technical overview,Scheduling of multimedia traffic in interference-limited broadband wireless access networks,Urgency based scheduling for user-individual QoS in cellular MIMO-systems,Field trial results on multi-user MIMO downlink OFDMA in typical outdoor scenario using proportional fair scheduling,Energy conserving model for the channel power-gain in wireless multi-user downlink scenarios,Polarisation dependent MIMO gains on multiuser downlink OFDMA with a 3GPP LTE air interface in typical urban outdoor scenarios,Beamforming and scheduling in a cellular OFDM system,Efficient adaptive modulation and power allocation algorithm for OFDMA cellular systems,Analysis of the statistical time-access fairness index under a scheduler exploiting multiuser diversity,A framework for integrated discrete-rate and power adaptation and user selection in heterogeneous wireless networks,Adaptive Subcarrier and Antenna Allocation for Multiuser MIMO-OFDM Systems,Cross Layer Opportunistic Scheduling for Multiclass Users in Cognitive Radio Networks
Learning patterns of activity using real-time tracking,"C. Stauffer, W. E. L. Grimson, ",2000,1774,Video object segmentation using background model based on pixel time series clustering,Saliency/non-saliency segregation in video sequences using perception-based local ternary pattern features,Near-recursive optical flow from weighted image differences,Audio–Visual Active Speaker Tracking in Cluttered Indoors Environments $^{ast}$,View-Independent Behavior Analysis,Audio–Visual Active Speaker Tracking in Cluttered Indoors Environments,An Efficient Sequential Approach to Tracking Multiple Objects Through Crowds for Real-Time Intelligent CCTV Systems,Reverse Control for Humanoid Robot Task Recognition,Scene Analysis for Object Detection in Advanced Surveillance Systems Using Laplacian Distribution Model,A Path-Planning Method for Human-Tracking Agents Based on Long-Term Prediction,A Review of Anomaly Detection in Automated Surveillance,A hybrid pixel-based background model for image foreground object detection in complex sence,On the Mahalanobis Distance Classification Criterion for Multidimensional Normal Distributions,Traffic accident prediction using 3-D model-based vehicle tracking,Moving Vehicle Detection for Automatic Traffic Monitoring,An Enhanced Background Estimation Algorithm for Vehicle Detection in Urban Traffic Scenes,Compensating Background for Noise due to Camera Vibration in Uncalibrated-Camera-Based Vehicle Speed Measurement System,A Multi-view Learning Approach to Foreground Detection for Traffic Surveillance Applications,Traffic Monitoring Using Video Analytics in Clouds,A Macro-observation Approach of Intelligence Video Surveillance for Real-Time Unusual Event Detection,An Intelligent Virtual Fence Security System for the Detection of People Invading,A framework for vision-based swimmer tracking,Adaptive background estimation of outdoor illumination variations for foreground detection,Dynamic video object detection with single PTU camera,Long-term background memory based on Gaussian mixture model,Temporarily static object detection in surveillance video using double foregrounds and superpixels,Human tracking by employing the scene information in underground coal mines,Real Time Object Detection and Motion,Comparison of target detection algorithms using adaptive background models,Illumination and motion-based video enhancement for night surveillance
Face recognition using eigenfaces,"M. A. Turk, A. P. Pentland, ",1991,1755,Vehicle sound signature recognition by frequency vector principal component analysis,Face detection in color images,Illumination planning for object recognition using parametric eigenspaces,Local grayvalue invariants for image retrieval,Eigenfaces vs. Fisherfaces: recognition using class specific linear projection,Detectability uniqueness and reliability of eigen windows for stable verification of partially occluded objects,An analytic-to-holistic approach for face recognition based on a single frontal view,View-based recognition using an eigenspace approximation to the Hausdorff measure,Recognizing action units for facial expression analysis,Antifaces: a novel fast method for image detection,Human face recognition system using modified PCA algorithm and ARM platform,Acquisition of view-based 3D object models using supervised unstructured data,Deformable boundary detection of stents in angiographic images,Human and machine recognition of faces: a survey,Face recognition: eigenface elastic matching and neural nets,Multilevel filtering for high-dimensional image data: why and how,Subspace methods for robot vision,Vision-based navigation and environmental representations with an omnidirectional camera,Complex cell prototype representation for face recognition,A novel approach for template matching by nonorthogonal image expansion,Semantic video object extraction using four-band watershed and partition lattice operators,Multiview extensive partition operators for semantic video object extraction,The past present and future of image and multidimensional signal processing,Partial eigenvalue decomposition of large images using spatial temporal adaptive method,Sequential Karhunen-Loeve basis extraction and its application to images,Estimation of 3-D motion using eigen-normalization and expansion matching,Gradient-Orientation-Based PCA Subspace for Novel Face Recognition,Single-Sample Face Recognition Based on LPP Feature Transfer,Discriminant Manifold Learning via Sparse Coding for Robust Feature Extraction,Bilateral Two-Dimensional Neighborhood Preserving Discriminant Embedding for Face Recognition
Self-Recovering Equalization and Carrier Tracking in Two-Dimensional Data Communication Systems,"D. Godard, ",1980,1623,Convergence Comparison of the CMA and ICA for Blind Polarization Demultiplexing,Joint channel estimation interference mitigation and decoding for WDM coherent optical communications,Blind equalization for short burst communications over frequency selective wireless channels,Blind recovery of M-QAM signals for fading channels using the fuzzy-c-means algorithm,Discrete multitone modulation with blind detection capability,Constant modulus algorithm aided soft decision-directed blind space-time equalization for SIMO channels,A modified EVA blind equalization algorithm,Block phase estimation with decision feedback demodulator for satellite-based wireless ATM networks,CMA and Soft Decision-Directed Scheme for Semi-Blind Beamforming of QAM Systems,A CMA post-processing technique for interference suppression in DS-CDMA systems,Adaptive equalization for mobile communication systems based on constant modulus algorithm,A novel blind adaptive equalization in time-varying channels with ISI,Blind Equalization Method Based on Sparse Bayesian Learning,Impact of Frequency Selective Channels on a Line-of-Sight MIMO Microwave Radio Link,Adaptive Semi-Blind Space-Time Equalisation for Frequency Selective Rayleigh Fading MIMO Systems,Blind ISI mitigation,Novel variable step size constant modulus algorithms for blind multiuser detection,A feedback adaptive space-time constant modulus algorithm in DS-CDMA multiuser detection,Blind channel estimation in synchronous MC-CDMA system with consideration of carrier offset compensation,Adaptive diversity combination of space-time block coding in OFDM-CDMA systems with pilot-based channel estimation,Blind source separation with space-time analytical constant modulus algorithm in DS-CDMA systems,ICA-Based Signal Equalization for Digital Receivers,A SIMO System of Digital Transmission Through the Ionospheric Channel,IIR Lattice-Based Blind Equalization Algorithms,Effect of Channel Noise on Fractionally Spaced CMA and MMA,Filter Bank Multicarrier for Massive MIMO,Receiver Architecture for FTN Signaling Transmission in DVB-S2,Fast Convergence Algorithm for Blind Channel Estimation and Equalization Using CMF-DFE,Particle filtering for blind equalization using the optical importance function,Minimum redundancy filterbank precoder for blind channel identification irrespective of channel nulls
A new method for the nonlinear transformation of means and covariances in filters and estimators,"S. Julier, J. Uhlmann, H. F. Durrant-Whyte, ",2000,1569,Nonlinear estimation by Hermite polynomial-based uncorrelated conversion within LMMSE framework,Correlation integral optimization and application based on adaptive disturbance estimation,A set-membership smoother for state estimation in disturbances of unknown distribution,Research on signal processing problems based on particle filter for medium-speed maglev train location and speed detection system,Strong tracking cubature Kalman filter for real-time orbit determination for impulse maneuver satellite,UKF based fault detection and state estimation for nonlinear systems with correlated noise,A modified unscented Kalman filter for autonomous navigation of distributed satellite systems,Autonomous navigation of non-cooperative target based on multiple line-of-sight,Autonomous navigation of cruise phase based on IST-SCKF,Performance ranking of multiple nonlinear filters using ranking vector and voting fusion,A numerically stable formulation of the square root unscented Kalman filter for state estimation,Velocity integration of strapdown inertial navigation using modified unscented quaternion estimator,Robust Gaussian filtering based on M-estimate with adaptive measurement noise covariance,Kernel based filter for nonlinear estimation,Estimation of object position using non-linear filters,Radar target tracking by Kalman and particle filter,A localization algorithm for low-cost cleaning robots based on kalman filter,A novel varible gain unscented kalman filter and its application in the integrated navigation system,Interacting multiple sensor unscented Kalman filter,Vision-based Semantic Unscented FastSLAM for mobile robot,Analysis of filtering methods for the SINS/CNS integrated navigation system of missile motion,Estimation methods of flexible tip-steerable needles: A comparative study,Unscented Kalman Filter-based adaptive tracking control for wheeled mobile robots in the presence of wheel slipping,On Received-Signal-Strength Based Localization with Unknown Transmit Power and Path Loss Exponent,UPF algorithm and its application in the GPS/INS integrated navigation,An improved passive location algorithm based on UKF,Optimal Multi-View Fusion of Object Locations,Tracking in WiMAX networks depending on SCORE measurements,Cubature-based Kalman filters for positioning,Multi-modal sensor data and information fusion for localization in indoor environments
Detecting faces in images: a survey,"Ming-Hsuan Yang, D. J. Kriegman, N. Ahuja, ",2002,1536,Face detection with a Viola–Jones based hybrid network,Real-time AdaBoost cascade face tracker based on likelihood map and optical flow,Thermal image processing for real-time non-contact respiration rate monitoring,Face detection in color images,Cascade Face Detection Based on Histograms of Oriented Gradients and Support Vector Machine,Face Detection Based on Multi-parts and Multi-features,Mathematical morphology based face segmentation and facial feature extraction for facial expression recognition,A Novel Side Face Contour Extraction Algorithm for Driving Fatigue Statue Recognition,Face Recognition Using PCA and LDA Algorithm,Wireless Vision Based Mobile Robot Control Using Hand Gesture Recognition Through Perceptual Color Space,Fast face hallucination with sparse representation for video surveillance,Face model adaptation using robust matching and active appearance models,Object detection method based on local kernels and automatic kernel selection by Kullback-Leibler divergence,Appearance-based eye gaze estimation,Skin-color extraction in images with complex background and varying illumination,Multi-View Face Tracking with Factorial and Switching HMM,A Multi-Algorithmic Face Recognition System,On importance of nose for face tracking,Affine-invariant face detection and localization using GMM-based feature detector and enhanced appearance model,Expand training set for face detection by GA re-sampling,Nearest manifold approach for face recognition,Face detection based on Kernel Fisher Discriminant analysis,Real-time face and head detection using four directional features,A fast and robust face detection based on module switching network,Hierarchical face tracking by using PTZ camera,Face detection using one-class-based support vectors,Robust hand detection,Modeling face appearance with nonlinear independent component analysis,Human face orientation detection using power spectrum based measurements,Automatic 3D face reconstruction from single images or video
